,benchmark_id,size,models,total_pairs,close_pairs,no_solve,tau-,SE(A),SE_x(A),SE_pred(A),SE(A-B),SE_x(A-B),SE_pred(A-B),SE_signtest,"corr(A,B)",sum(A!=B),sig_noise
10,gsm8k_cot,1319,52,812,471,2,13,"{'count': 52.0, 'mean': 0.01050643, 'std': 0.0023712153, 'min': 0.0064520591, '25%': 0.008463781, '50%': 0.0105657321, '75%': 0.0128057404, 'max': 0.013767208}","{'count': 52.0, 'mean': 0.0079708099, 'std': 0.0019432302, 'min': 0.0037951053, '25%': 0.0065221718, '50%': 0.0078415663, '75%': 0.0094251618, 'max': 0.0133637494}","{'count': 52.0, 'mean': 0.0064263406, 'std': 0.0027402219, 'min': 0.0, '25%': 0.0048658766, '50%': 0.0069785482, '75%': 0.0085962932, 'max': 0.0103112654}","{'count': 471.0, 'mean': 0.0113600001, 'std': 0.0025951809, 'min': 0.0062133359, '25%': 0.0086866733, '50%': 0.0116792524, '75%': 0.0131970449, 'max': 0.0161735284}","{'count': 471.0, 'mean': 0.0070124788, 'std': 0.0017750597, 'min': 0.0039577421, '25%': 0.0057209428, '50%': 0.0067082877, '75%': 0.007821095, 'max': 0.0126669009}","{'count': 471.0, 'mean': 0.0087491638, 'std': 0.0026302247, 'min': 0.0025733207, '25%': 0.0065244752, '50%': 0.009050665, '75%': 0.010614675, 'max': 0.0140443502}","{'count': 471.0, 'mean': 0.0113961522, 'std': 0.0026094328, 'min': 0.0062145229, '25%': 0.0087254515, '50%': 0.01175818, '75%': 0.0132368894, 'max': 0.0161833465}","{'count': 471.0, 'mean': 0.6064230579, 'std': 0.0886754838, 'min': 0.3223344419, '25%': 0.5493048313, '50%': 0.6231927331, '75%': 0.6705861976, 'max': 0.7881330173}","{'count': 471.0, 'mean': 237.7678599277, 'std': 101.8567761298, 'min': 67.1900826427, '25%': 132.4545454518, '50%': 240.5303030228, '75%': 304.8333333279, 'max': 455.6446280899}",
11,aime2025_cot,30,52,1636,164,8,1,"{'count': 52.0, 'mean': 0.0292191202, 'std': 0.0297773747, 'min': 0.0, '25%': 0.0, '50%': 0.0150606768, '75%': 0.0585413013, 'max': 0.0798395238}","{'count': 52.0, 'mean': 0.0215240719, 'std': 0.0262518378, 'min': 0.0, '25%': 0.0, '50%': 0.0053420639, '75%': 0.0413265043, 'max': 0.0741217324}","{'count': 52.0, 'mean': 0.0178567909, 'std': 0.0164482047, 'min': 0.0, '25%': 0.0, '50%': 0.013204207, '75%': 0.0326139708, 'max': 0.0459568209}","{'count': 164.0, 'mean': 0.0661219155, 'std': 0.0063161349, 'min': 0.041708856, '25%': 0.0620558908, '50%': 0.0665483286, '75%': 0.070126209, 'max': 0.0790903286}","{'count': 164.0, 'mean': 0.0373933187, 'std': 0.0096965411, 'min': 0.014738201, '25%': 0.0318375829, '50%': 0.0368645389, '75%': 0.0441682236, 'max': 0.062731749}","{'count': 164.0, 'mean': 0.0536296409, 'std': 0.0066467396, 'min': 0.0366152908, '25%': 0.0496955325, '50%': 0.0537272663, '75%': 0.059036386, 'max': 0.0635084694}","{'count': 164.0, 'mean': 0.0668045335, 'std': 0.0065249888, 'min': 0.0418121005, '25%': 0.0624957911, '50%': 0.0669017667, '75%': 0.0710669055, 'max': 0.0797148269}","{'count': 164.0, 'mean': 0.8157271744, 'std': 0.0853763267, 'min': 0.5680010852, '25%': 0.7601590396, '50%': 0.8354597377, '75%': 0.8775387588, 'max': 0.9559689093}","{'count': 164.0, 'mean': 4.054645409, 'std': 0.7660169779, 'min': 1.5734265733, '25%': 3.5151515152, '50%': 4.0282898918, '75%': 4.5454545454, 'max': 5.7190082644}",
12,gsm8k_plus_cot,10552,52,786,176,82,589,"{'count': 52.0, 'mean': 0.0042839359, 'std': 0.0006115744, 'min': 0.0019734282, '25%': 0.004165238, '50%': 0.0044388875, '75%': 0.004671605, 'max': 0.0048674578}","{'count': 52.0, 'mean': 0.0034209589, 'std': 0.0007169298, 'min': 0.0009679466, '25%': 0.0033194259, '50%': 0.0035674681, '75%': 0.0037532294, 'max': 0.0048403591}","{'count': 52.0, 'mean': 0.0023970604, 'std': 0.0008837389, 'min': 0.0, '25%': 0.0020448207, '50%': 0.0026572226, '75%': 0.0030571348, 'max': 0.0034635736}","{'count': 176.0, 'mean': 0.0044441209, 'std': 0.000579672, 'min': 0.0029093132, '25%': 0.0039776496, '50%': 0.0045014737, '75%': 0.0048580433, 'max': 0.0055163284}","{'count': 176.0, 'mean': 0.0027945376, 'std': 0.0005319419, 'min': 0.0017010499, '25%': 0.0024721208, '50%': 0.0027500057, '75%': 0.00300934, 'max': 0.0042182945}","{'count': 176.0, 'mean': 0.0033946726, 'std': 0.0006873199, 'min': 0.0017537087, '25%': 0.0029396878, '50%': 0.0033837611, '75%': 0.0039086621, 'max': 0.0047023412}","{'count': 176.0, 'mean': 0.00444543, 'std': 0.0005797155, 'min': 0.0029107436, '25%': 0.0039786406, '50%': 0.0045020639, '75%': 0.0048586321, 'max': 0.0055166696}","{'count': 176.0, 'mean': 0.7074946282, 'std': 0.088705208, 'min': 0.4924000953, '25%': 0.6511458855, '50%': 0.699427152, '75%': 0.7647973055, 'max': 0.8714847333}","{'count': 176.0, 'mean': 2237.5840840329, 'std': 562.1972822584, 'min': 943.36, '25%': 1762.5456349162, '50%': 2256.8254545397, '75%': 2628.4374999762, 'max': 3388.6249999638}",
13,human_eval_plus,164,51,596,554,10,2,"{'count': 51.0, 'mean': 0.0337838648, 'std': 0.007340697, 'min': 0.0107240745, '25%': 0.0329596959, '50%': 0.0366967371, '75%': 0.0382944823, 'max': 0.0390434405}","{'count': 51.0, 'mean': 0.0262734214, 'std': 0.0077708483, 'min': 0.0052765766, '25%': 0.0240958746, '50%': 0.0272806623, '75%': 0.0314786686, 'max': 0.0386231041}","{'count': 51.0, 'mean': 0.0195035995, 'std': 0.0080981195, 'min': 0.0, '25%': 0.0138469844, '50%': 0.0209619406, '75%': 0.0262285191, 'max': 0.0308833443}","{'count': 554.0, 'mean': 0.0422980638, 'std': 0.0050595658, 'min': 0.0274702879, '25%': 0.0394112437, '50%': 0.0431056628, '75%': 0.0461853136, 'max': 0.0506942496}","{'count': 554.0, 'mean': 0.0276205865, 'std': 0.0049257163, 'min': 0.0145755667, '25%': 0.0243686402, '50%': 0.0274396909, '75%': 0.0311861401, 'max': 0.0408480064}","{'count': 554.0, 'mean': 0.0312671466, 'std': 0.0070724355, 'min': 0.0124980418, '25%': 0.0256341428, '50%': 0.0318820484, '75%': 0.0366949118, 'max': 0.0436744131}","{'count': 554.0, 'mean': 0.0425429382, 'std': 0.0050263385, 'min': 0.0274749293, '25%': 0.0398959074, '50%': 0.0433832838, '75%': 0.0463844204, 'max': 0.0507468157}","{'count': 554.0, 'mean': 0.547578435, 'std': 0.1161811737, 'min': 0.2633334185, '25%': 0.4715839538, '50%': 0.5516721685, '75%': 0.6286349053, 'max': 0.8597540551}","{'count': 554.0, 'mean': 49.357389237, 'std': 11.041423439, 'min': 20.3030303021, '25%': 42.8099173549, '50%': 50.6212121211, '75%': 57.8671328665, 'max': 69.2636363636}",
14,lsat_cot,403,45,604,604,1,42,"{'count': 45.0, 'mean': 0.0233226225, 'std': 0.001541183, 'min': 0.0198975537, '25%': 0.0222169552, '50%': 0.0235113037, '75%': 0.024732828, 'max': 0.0249053342}","{'count': 45.0, 'mean': 0.0186742024, 'std': 0.0041798891, 'min': 0.0063891538, '25%': 0.0173736055, '50%': 0.0197585145, '75%': 0.0215161095, 'max': 0.0248588034}","{'count': 45.0, 'mean': 0.0122079955, 'std': 0.0056689623, 'min': 0.0, '25%': 0.0110327266, '50%': 0.0132376959, '75%': 0.0162846935, 'max': 0.0190532235}","{'count': 604.0, 'mean': 0.026628002, 'std': 0.002700488, 'min': 0.0196491252, '25%': 0.0244988869, '50%': 0.0267273448, '75%': 0.0290826117, 'max': 0.031265957}","{'count': 604.0, 'mean': 0.0193240074, 'std': 0.0033265875, 'min': 0.010481083, '25%': 0.0173035537, '50%': 0.0196927783, '75%': 0.0215671418, 'max': 0.0282505857}","{'count': 604.0, 'mean': 0.0175921438, 'std': 0.0047349259, 'min': 0.0, '25%': 0.0147304553, '50%': 0.0176315118, '75%': 0.0206142038, 'max': 0.0267214119}","{'count': 604.0, 'mean': 0.0267765881, 'std': 0.0026867288, 'min': 0.0197082043, '25%': 0.0246602129, '50%': 0.026898066, '75%': 0.0291609268, 'max': 0.0314439082}","{'count': 604.0, 'mean': 0.5014407343, 'std': 0.1495478056, 'min': -0.0224367614, '25%': 0.4517804532, '50%': 0.533508023, '75%': 0.5818303076, 'max': 0.8400331694}","{'count': 604.0, 'mean': 117.6153359853, 'std': 22.9851300818, 'min': 63.081818181, '25%': 98.7651515149, '50%': 117.503902661, '75%': 138.1060606045, 'max': 160.576923076}",
15,gmat_cot,92,51,574,566,0,1,"{'count': 51.0, 'mean': 0.0452933353, 'std': 0.0068827597, 'min': 0.0244285692, '25%': 0.0412001397, '50%': 0.0476588569, '75%': 0.0507390595, 'max': 0.0520491702}","{'count': 51.0, 'mean': 0.0326694972, 'std': 0.0078652275, 'min': 0.0113336461, '25%': 0.0295350089, '50%': 0.0341386671, '75%': 0.0363178757, 'max': 0.0516832632}","{'count': 51.0, 'mean': 0.0294113867, 'std': 0.0103467046, 'min': 0.0, '25%': 0.0235073296, '50%': 0.0330452723, '75%': 0.0365903738, 'max': 0.0411000679}","{'count': 566.0, 'mean': 0.0567678915, 'std': 0.0088568335, 'min': 0.0292112806, '25%': 0.0519562742, '50%': 0.0595445973, '75%': 0.0635049352, 'max': 0.0695504891}","{'count': 566.0, 'mean': 0.0362116315, 'std': 0.0076168937, 'min': 0.0151271417, '25%': 0.0314525245, '50%': 0.0357350575, '75%': 0.0398327853, 'max': 0.0568467641}","{'count': 566.0, 'mean': 0.0429164396, 'std': 0.009488935, 'min': 0.0, '25%': 0.0353755672, '50%': 0.0437657525, '75%': 0.051574866, 'max': 0.0572270049}","{'count': 566.0, 'mean': 0.05710658, 'std': 0.0088250885, 'min': 0.0294044981, '25%': 0.0525400283, '50%': 0.0599933404, '75%': 0.0637369329, 'max': 0.0702647226}","{'count': 566.0, 'mean': 0.4455782771, 'std': 0.1568663444, 'min': -0.1451266382, '25%': 0.3453429774, '50%': 0.4354984754, '75%': 0.5483079533, 'max': 0.8816519318}","{'count': 566.0, 'mean': 28.2605009432, 'std': 7.9162374532, 'min': 7.3181818179, '25%': 23.3644972448, '50%': 30.4636363633, '75%': 34.384125344, 'max': 41.7878787878}",
16,gre_physics_cot,75,51,640,628,0,4,"{'count': 51.0, 'mean': 0.0507675083, 'std': 0.0076817792, 'min': 0.022627417, '25%': 0.0459629692, '50%': 0.0528022945, '75%': 0.0566445326, 'max': 0.0576985211}","{'count': 51.0, 'mean': 0.0374581325, 'std': 0.0120614381, 'min': 0.0078593822, '25%': 0.0320657369, '50%': 0.0414433437, '75%': 0.0460007735, 'max': 0.0558516554}","{'count': 51.0, 'mean': 0.0314603468, 'std': 0.0100844298, 'min': 0.0, '25%': 0.0281838087, '50%': 0.0331953065, '75%': 0.0383113482, 'max': 0.046505033}","{'count': 628.0, 'mean': 0.0651358434, 'std': 0.0061408726, 'min': 0.0421219081, '25%': 0.0612861463, '50%': 0.0653562838, '75%': 0.0700622837, 'max': 0.0788352538}","{'count': 628.0, 'mean': 0.0431401905, 'std': 0.0107211149, 'min': 0.0159356239, '25%': 0.0368101542, '50%': 0.0436033295, '75%': 0.0506964419, 'max': 0.0705533683}","{'count': 628.0, 'mean': 0.0473547445, 'std': 0.0078816329, 'min': 0.0, '25%': 0.0428174419, '50%': 0.0483196975, '75%': 0.0527542856, 'max': 0.0634579831}","{'count': 628.0, 'mean': 0.0654284633, 'std': 0.0061618009, 'min': 0.0421344116, '25%': 0.0614358118, '50%': 0.0658473348, '75%': 0.0701565873, 'max': 0.0793152513}","{'count': 628.0, 'mean': 0.315925418, 'std': 0.2230338728, 'min': -0.2889849243, '25%': 0.1652485986, '50%': 0.3227688145, '75%': 0.469984141, 'max': 0.9023175148}","{'count': 628.0, 'mean': 24.293200199, 'std': 4.4493227557, 'min': 9.986111111, '25%': 21.2307692303, '50%': 24.3892773891, '75%': 27.6859504128, 'max': 35.3863636366}",
17,mmlu_pro_cot,12032,45,614,134,8,1623,"{'count': 45.0, 'mean': 0.0041687166, 'std': 0.0004957312, 'min': 0.0027765439, '25%': 0.003952518, '50%': 0.0043793537, '75%': 0.0045038675, 'max': 0.0045572471}","{'count': 45.0, 'mean': 0.0032522186, 'std': 0.0007909292, 'min': 0.001218756, '25%': 0.0029906744, '50%': 0.0034370776, '75%': 0.0037486465, 'max': 0.0045524958}","{'count': 45.0, 'mean': 0.0023764744, 'std': 0.0008944503, 'min': 0.0, '25%': 0.0023558776, '50%': 0.0027692904, '75%': 0.002870307, 'max': 0.0031282952}","{'count': 134.0, 'mean': 0.004861473, 'std': 0.0003336269, 'min': 0.0037691001, '25%': 0.0047643779, '50%': 0.0049452263, '75%': 0.0050225067, 'max': 0.0053884515}","{'count': 134.0, 'mean': 0.0031893949, 'std': 0.0007106886, 'min': 0.0013492596, '25%': 0.0027474825, '50%': 0.0031679879, '75%': 0.0037316542, 'max': 0.0045852466}","{'count': 134.0, 'mean': 0.0035692145, 'std': 0.0005779687, 'min': 0.0021101699, '25%': 0.0030229973, '50%': 0.0038265743, '75%': 0.004086063, 'max': 0.0043852855}","{'count': 134.0, 'mean': 0.0048630252, 'std': 0.0003336703, 'min': 0.0037691092, '25%': 0.0047682037, '50%': 0.0049479392, '75%': 0.0050234259, 'max': 0.0053887559}","{'count': 134.0, 'mean': 0.5402827015, 'std': 0.1244536956, 'min': 0.2396533508, '25%': 0.453512775, '50%': 0.5502611083, '75%': 0.652633293, 'max': 0.7329188971}","{'count': 134.0, 'mean': 3439.6423476893, 'std': 443.1798204496, 'min': 2056.6153844425, '25%': 3291.4365384265, '50%': 3544.2499999782, '75%': 3653.2187499537, 'max': 4203.9027777461}",
18,jeebench_chat_cot,515,49,1722,148,72,27,"{'count': 49.0, 'mean': 0.0119523897, 'std': 0.0036531773, 'min': 0.005676282, '25%': 0.0096637974, '50%': 0.0109545641, '75%': 0.0140241594, 'max': 0.0196879999}","{'count': 49.0, 'mean': 0.0079863808, 'std': 0.003342455, 'min': 0.0022955921, '25%': 0.0055318184, '50%': 0.0072885686, '75%': 0.0105184595, 'max': 0.0147578547}","{'count': 49.0, 'mean': 0.008462853, 'std': 0.0031283419, 'min': 0.0, '25%': 0.0069239783, '50%': 0.0085899559, '75%': 0.0102563982, 'max': 0.0133430699}","{'count': 148.0, 'mean': 0.0201154544, 'std': 0.0015566149, 'min': 0.0168289324, '25%': 0.0188132612, '50%': 0.0199000042, '75%': 0.0212013566, 'max': 0.0239541833}","{'count': 148.0, 'mean': 0.0123774234, 'std': 0.0023447292, 'min': 0.007182835, '25%': 0.0108173137, '50%': 0.0124134173, '75%': 0.0142303043, 'max': 0.0169926077}","{'count': 148.0, 'mean': 0.0155768605, 'std': 0.0024036263, 'min': 0.0080224964, '25%': 0.0145943633, '50%': 0.0159741561, '75%': 0.0176217084, 'max': 0.0187637529}","{'count': 148.0, 'mean': 0.0202045054, 'std': 0.0015810595, 'min': 0.0170313881, '25%': 0.0188159247, '50%': 0.0199944561, '75%': 0.0212842032, 'max': 0.0239552163}","{'count': 148.0, 'mean': 0.415504449, 'std': 0.2168869303, 'min': -0.087886543, '25%': 0.232949434, '50%': 0.4070549664, '75%': 0.574230127, 'max': 0.8171701414}","{'count': 148.0, 'mean': 108.9292066341, 'std': 17.2182282977, 'min': 76.933333332, '25%': 93.9, '50%': 106.0316666658, '75%': 120.1515151495, 'max': 152.2}",
19,gpqa_cot,448,51,1388,1364,0,96,"{'count': 51.0, 'mean': 0.0205962384, 'std': 0.0026510955, 'min': 0.0127617177, '25%': 0.0201627123, '50%': 0.0213569871, '75%': 0.0220312612, 'max': 0.0236211434}","{'count': 51.0, 'mean': 0.013895716, 'std': 0.0045964501, 'min': 0.0041377641, '25%': 0.0114011003, '50%': 0.0147352449, '75%': 0.0172414395, 'max': 0.0234375}","{'count': 51.0, 'mean': 0.014036249, 'std': 0.0045476081, 'min': 0.0, '25%': 0.0130261466, '50%': 0.0153480082, '75%': 0.0166558905, 'max': 0.0187374104}","{'count': 1364.0, 'mean': 0.0274582491, 'std': 0.0015171861, 'min': 0.0185951295, '25%': 0.0270577506, '50%': 0.0277074619, '75%': 0.0283298718, 'max': 0.0299513}","{'count': 1364.0, 'mean': 0.0169370237, 'std': 0.0035885223, 'min': 0.0071504936, '25%': 0.0146044039, '50%': 0.0167858713, '75%': 0.0190006755, 'max': 0.0275937638}","{'count': 1364.0, 'mean': 0.0211454382, 'std': 0.0030662877, 'min': 0.0, '25%': 0.0199504213, '50%': 0.0217995724, '75%': 0.0233086725, 'max': 0.0261023573}","{'count': 1364.0, 'mean': 0.0275712295, 'std': 0.0015205635, 'min': 0.0187526571, '25%': 0.0271628338, '50%': 0.0278345416, '75%': 0.0284227164, 'max': 0.0301408171}","{'count': 1364.0, 'mean': 0.3233246517, 'std': 0.1629486816, 'min': -0.1250432269, '25%': 0.218513581, '50%': 0.3104819019, '75%': 0.4401895052, 'max': 0.8964780652}","{'count': 1364.0, 'mean': 153.0334113187, 'std': 15.5819125763, 'min': 70.58, '25%': 148.0833333322, '50%': 155.4977749478, '75%': 162.1388888882, 'max': 182.3333333329}",
20,aime2024_cot,30,52,1536,148,6,0,"{'count': 52.0, 'mean': 0.0349693914, 'std': 0.0302652267, 'min': 0.0, '25%': 0.0, '50%': 0.0312208291, '75%': 0.0597733647, 'max': 0.0885640299}","{'count': 52.0, 'mean': 0.0267799343, 'std': 0.025379808, 'min': 0.0, '25%': 0.0, '50%': 0.0206115042, '75%': 0.0493989379, 'max': 0.0730296743}","{'count': 52.0, 'mean': 0.0204389526, 'std': 0.0190135829, 'min': 0.0, '25%': 0.0, '50%': 0.018127946, '75%': 0.0373536757, 'max': 0.0586032715}","{'count': 148.0, 'mean': 0.0793040319, 'std': 0.0087562359, 'min': 0.0560716766, '25%': 0.0743423364, '50%': 0.0798228533, '75%': 0.0856972142, 'max': 0.0975510313}","{'count': 148.0, 'mean': 0.0509729322, 'std': 0.0138683333, 'min': 0.0241315154, '25%': 0.0418237779, '50%': 0.0481607047, '75%': 0.0590363773, 'max': 0.0878542213}","{'count': 148.0, 'mean': 0.0588844361, 'std': 0.0104582183, 'min': 0.0329842836, '25%': 0.0537196656, '50%': 0.0595697969, '75%': 0.0650729685, 'max': 0.0813115628}","{'count': 148.0, 'mean': 0.0800036913, 'std': 0.0088182547, 'min': 0.0561083608, '25%': 0.0745355992, '50%': 0.0804030252, '75%': 0.0869332623, 'max': 0.0984731928}","{'count': 148.0, 'mean': 0.6080544504, 'std': 0.170207037, 'min': 0.0785120998, '25%': 0.5030966523, '50%': 0.6243876147, '75%': 0.7260179582, 'max': 0.9368576133}","{'count': 148.0, 'mean': 5.8300441407, 'std': 1.251289648, 'min': 2.8333333334, '25%': 5.0, '50%': 5.818181818, '75%': 6.8016528924, 'max': 8.7272727272}",
21,ap_cot,711,52,710,629,0,22,"{'count': 52.0, 'mean': 0.0160129552, 'std': 0.0024878544, 'min': 0.0098579957, '25%': 0.014426888, '50%': 0.016945603, '75%': 0.0182242719, 'max': 0.018747475}","{'count': 52.0, 'mean': 0.0122029637, 'std': 0.0023890864, 'min': 0.0057180392, '25%': 0.0106395368, '50%': 0.0123107691, '75%': 0.0136945047, 'max': 0.018346313}","{'count': 52.0, 'mean': 0.0096509585, 'std': 0.003889048, 'min': 0.0, '25%': 0.0072138262, '50%': 0.010787043, '75%': 0.0126885513, 'max': 0.0150767451}","{'count': 629.0, 'mean': 0.0185125344, 'std': 0.0037944983, 'min': 0.0099767821, '25%': 0.0150733616, '50%': 0.0190301921, '75%': 0.0221374086, 'max': 0.0251051407}","{'count': 629.0, 'mean': 0.0122559605, 'std': 0.002662148, 'min': 0.0064900368, '25%': 0.0101974775, '50%': 0.0118491349, '75%': 0.0141768911, 'max': 0.0202860022}","{'count': 629.0, 'mean': 0.0136311742, 'std': 0.0037441019, 'min': 0.0053396274, '25%': 0.010364972, '50%': 0.0134287626, '75%': 0.017206516, 'max': 0.0208056028}","{'count': 629.0, 'mean': 0.0186112344, 'std': 0.0038080274, 'min': 0.0100124137, '25%': 0.0151445151, '50%': 0.0190649973, '75%': 0.0222173392, 'max': 0.0251739872}","{'count': 629.0, 'mean': 0.5106053822, 'std': 0.1364833665, 'min': 0.0089978956, '25%': 0.4356942872, '50%': 0.5380988862, '75%': 0.6037873301, 'max': 0.7904622063}","{'count': 629.0, 'mean': 182.4203183948, 'std': 70.4227598071, 'min': 50.6776859489, '25%': 115.9444444432, '50%': 183.7438016516, '75%': 249.5303030282, 'max': 320.3636363608}",
