,benchmark_id,model,example_id,pass1,count,date,hyperparams
16103,mbpp+,code-llama-multi-7b,Mbpp/74,0.0,,,
16104,mbpp+,code-llama-multi-7b,Mbpp/75,1.0,,,
16105,mbpp+,code-llama-multi-7b,Mbpp/77,1.0,,,
16106,mbpp+,code-llama-multi-7b,Mbpp/79,0.0,,,
16107,mbpp+,code-llama-multi-7b,Mbpp/80,0.0,,,
16108,mbpp+,code-llama-multi-7b,Mbpp/82,1.0,,,
16109,mbpp+,code-llama-multi-7b,Mbpp/84,0.0,,,
16110,mbpp+,code-llama-multi-7b,Mbpp/85,1.0,,,
16111,mbpp+,code-llama-multi-7b,Mbpp/86,0.0,,,
16112,mbpp+,code-llama-multi-7b,Mbpp/87,1.0,,,
16113,mbpp+,code-llama-multi-7b,Mbpp/88,1.0,,,
16114,mbpp+,code-llama-multi-7b,Mbpp/89,0.0,,,
16115,mbpp+,code-llama-multi-7b,Mbpp/90,1.0,,,
16116,mbpp+,code-llama-multi-7b,Mbpp/91,1.0,,,
16117,mbpp+,code-llama-multi-7b,Mbpp/92,0.0,,,
16118,mbpp+,code-llama-multi-7b,Mbpp/93,0.0,,,
16119,mbpp+,code-llama-multi-7b,Mbpp/94,1.0,,,
16120,mbpp+,code-llama-multi-7b,Mbpp/95,1.0,,,
16121,mbpp+,code-llama-multi-7b,Mbpp/96,1.0,,,
16122,mbpp+,code-llama-multi-7b,Mbpp/97,0.0,,,
16123,mbpp+,code-llama-multi-7b,Mbpp/98,0.0,,,
16124,mbpp+,code-llama-multi-7b,Mbpp/99,0.0,,,
16125,mbpp+,code-llama-multi-7b,Mbpp/100,0.0,,,
16126,mbpp+,code-llama-multi-7b,Mbpp/101,0.0,,,
16127,mbpp+,code-llama-multi-7b,Mbpp/102,0.0,,,
16128,mbpp+,code-llama-multi-7b,Mbpp/103,0.0,,,
16129,mbpp+,code-llama-multi-7b,Mbpp/104,1.0,,,
16130,mbpp+,code-llama-multi-7b,Mbpp/105,1.0,,,
16131,mbpp+,code-llama-multi-7b,Mbpp/106,1.0,,,
16132,mbpp+,code-llama-multi-7b,Mbpp/108,0.0,,,
16133,mbpp+,code-llama-multi-7b,Mbpp/109,0.0,,,
16134,mbpp+,code-llama-multi-7b,Mbpp/111,0.0,,,
16135,mbpp+,code-llama-multi-7b,Mbpp/113,0.0,,,
16136,mbpp+,code-llama-multi-7b,Mbpp/116,1.0,,,
16137,mbpp+,code-llama-multi-7b,Mbpp/118,0.0,,,
16138,mbpp+,code-llama-multi-7b,Mbpp/119,0.0,,,
16139,mbpp+,code-llama-multi-7b,Mbpp/120,0.0,,,
16140,mbpp+,code-llama-multi-7b,Mbpp/123,0.0,,,
16141,mbpp+,code-llama-multi-7b,Mbpp/124,0.0,,,
16142,mbpp+,code-llama-multi-7b,Mbpp/125,0.0,,,
16143,mbpp+,code-llama-multi-7b,Mbpp/126,0.0,,,
16144,mbpp+,code-llama-multi-7b,Mbpp/127,0.0,,,
16145,mbpp+,code-llama-multi-7b,Mbpp/128,1.0,,,
16146,mbpp+,code-llama-multi-7b,Mbpp/129,0.0,,,
16147,mbpp+,code-llama-multi-7b,Mbpp/130,1.0,,,
16148,mbpp+,code-llama-multi-7b,Mbpp/131,0.0,,,
16149,mbpp+,code-llama-multi-7b,Mbpp/132,1.0,,,
16150,mbpp+,code-llama-multi-7b,Mbpp/133,1.0,,,
16151,mbpp+,code-llama-multi-7b,Mbpp/135,0.0,,,
16152,mbpp+,code-llama-multi-7b,Mbpp/137,0.0,,,
16153,mbpp+,code-llama-multi-7b,Mbpp/138,0.0,,,
16154,mbpp+,code-llama-multi-7b,Mbpp/139,1.0,,,
16155,mbpp+,code-llama-multi-7b,Mbpp/140,0.0,,,
16156,mbpp+,code-llama-multi-7b,Mbpp/141,1.0,,,
16157,mbpp+,code-llama-multi-7b,Mbpp/142,0.0,,,
16158,mbpp+,code-llama-multi-7b,Mbpp/145,1.0,,,
16159,mbpp+,code-llama-multi-7b,Mbpp/160,0.0,,,
16160,mbpp+,code-llama-multi-7b,Mbpp/161,0.0,,,
16161,mbpp+,code-llama-multi-7b,Mbpp/162,0.0,,,
16162,mbpp+,code-llama-multi-7b,Mbpp/165,0.0,,,
16163,mbpp+,code-llama-multi-7b,Mbpp/166,0.0,,,
16164,mbpp+,code-llama-multi-7b,Mbpp/167,1.0,,,
16165,mbpp+,code-llama-multi-7b,Mbpp/168,1.0,,,
16166,mbpp+,code-llama-multi-7b,Mbpp/170,1.0,,,
16167,mbpp+,code-llama-multi-7b,Mbpp/171,1.0,,,
16168,mbpp+,code-llama-multi-7b,Mbpp/172,1.0,,,
16169,mbpp+,code-llama-multi-7b,Mbpp/222,1.0,,,
16170,mbpp+,code-llama-multi-7b,Mbpp/223,0.0,,,
16171,mbpp+,code-llama-multi-7b,Mbpp/224,1.0,,,
16172,mbpp+,code-llama-multi-7b,Mbpp/226,1.0,,,
16173,mbpp+,code-llama-multi-7b,Mbpp/227,0.0,,,
16174,mbpp+,code-llama-multi-7b,Mbpp/230,1.0,,,
16175,mbpp+,code-llama-multi-7b,Mbpp/232,1.0,,,
16176,mbpp+,code-llama-multi-7b,Mbpp/233,0.0,,,
16177,mbpp+,code-llama-multi-7b,Mbpp/234,1.0,,,
16178,mbpp+,code-llama-multi-7b,Mbpp/235,0.0,,,
16179,mbpp+,code-llama-multi-7b,Mbpp/237,0.0,,,
16180,mbpp+,code-llama-multi-7b,Mbpp/238,0.0,,,
16181,mbpp+,code-llama-multi-7b,Mbpp/239,0.0,,,
16182,mbpp+,code-llama-multi-7b,Mbpp/240,0.0,,,
16183,mbpp+,code-llama-multi-7b,Mbpp/242,1.0,,,
16184,mbpp+,code-llama-multi-7b,Mbpp/244,0.0,,,
16185,mbpp+,code-llama-multi-7b,Mbpp/245,0.0,,,
16186,mbpp+,code-llama-multi-7b,Mbpp/247,0.0,,,
16187,mbpp+,code-llama-multi-7b,Mbpp/250,1.0,,,
16188,mbpp+,code-llama-multi-7b,Mbpp/251,1.0,,,
16189,mbpp+,code-llama-multi-7b,Mbpp/252,0.0,,,
16190,mbpp+,code-llama-multi-7b,Mbpp/253,1.0,,,
16191,mbpp+,code-llama-multi-7b,Mbpp/255,0.0,,,
16192,mbpp+,code-llama-multi-7b,Mbpp/256,0.0,,,
16193,mbpp+,code-llama-multi-7b,Mbpp/257,1.0,,,
16194,mbpp+,code-llama-multi-7b,Mbpp/259,0.0,,,
16195,mbpp+,code-llama-multi-7b,Mbpp/260,0.0,,,
16196,mbpp+,code-llama-multi-7b,Mbpp/261,1.0,,,
16197,mbpp+,code-llama-multi-7b,Mbpp/262,1.0,,,
16198,mbpp+,code-llama-multi-7b,Mbpp/264,0.0,,,
16199,mbpp+,code-llama-multi-7b,Mbpp/265,0.0,,,
16200,mbpp+,code-llama-multi-7b,Mbpp/266,0.0,,,
16201,mbpp+,code-llama-multi-7b,Mbpp/267,0.0,,,
16202,mbpp+,code-llama-multi-7b,Mbpp/268,0.0,,,
16203,mbpp+,code-llama-multi-7b,Mbpp/269,1.0,,,
16204,mbpp+,code-llama-multi-7b,Mbpp/270,0.0,,,
16205,mbpp+,code-llama-multi-7b,Mbpp/271,0.0,,,
16206,mbpp+,code-llama-multi-7b,Mbpp/272,1.0,,,
16207,mbpp+,code-llama-multi-7b,Mbpp/273,1.0,,,
16208,mbpp+,code-llama-multi-7b,Mbpp/274,0.0,,,
16209,mbpp+,code-llama-multi-7b,Mbpp/276,1.0,,,
16210,mbpp+,code-llama-multi-7b,Mbpp/277,1.0,,,
16211,mbpp+,code-llama-multi-7b,Mbpp/278,0.0,,,
16212,mbpp+,code-llama-multi-7b,Mbpp/279,0.0,,,
16213,mbpp+,code-llama-multi-7b,Mbpp/280,1.0,,,
16214,mbpp+,code-llama-multi-7b,Mbpp/281,1.0,,,
16215,mbpp+,code-llama-multi-7b,Mbpp/282,1.0,,,
16216,mbpp+,code-llama-multi-7b,Mbpp/283,1.0,,,
16217,mbpp+,code-llama-multi-7b,Mbpp/284,1.0,,,
16218,mbpp+,code-llama-multi-7b,Mbpp/285,1.0,,,
16219,mbpp+,code-llama-multi-7b,Mbpp/286,0.0,,,
16220,mbpp+,code-llama-multi-7b,Mbpp/287,0.0,,,
16221,mbpp+,code-llama-multi-7b,Mbpp/290,1.0,,,
16222,mbpp+,code-llama-multi-7b,Mbpp/292,1.0,,,
16223,mbpp+,code-llama-multi-7b,Mbpp/293,1.0,,,
16224,mbpp+,code-llama-multi-7b,Mbpp/294,0.0,,,
16225,mbpp+,code-llama-multi-7b,Mbpp/296,0.0,,,
16226,mbpp+,code-llama-multi-7b,Mbpp/297,1.0,,,
16227,mbpp+,code-llama-multi-7b,Mbpp/299,0.0,,,
16228,mbpp+,code-llama-multi-7b,Mbpp/300,0.0,,,
16229,mbpp+,code-llama-multi-7b,Mbpp/301,0.0,,,
16230,mbpp+,code-llama-multi-7b,Mbpp/305,0.0,,,
16231,mbpp+,code-llama-multi-7b,Mbpp/306,0.0,,,
16232,mbpp+,code-llama-multi-7b,Mbpp/308,0.0,,,
16233,mbpp+,code-llama-multi-7b,Mbpp/309,1.0,,,
16234,mbpp+,code-llama-multi-7b,Mbpp/310,0.0,,,
16235,mbpp+,code-llama-multi-7b,Mbpp/311,0.0,,,
16236,mbpp+,code-llama-multi-7b,Mbpp/312,1.0,,,
16237,mbpp+,code-llama-multi-7b,Mbpp/388,0.0,,,
16238,mbpp+,code-llama-multi-7b,Mbpp/389,0.0,,,
16239,mbpp+,code-llama-multi-7b,Mbpp/390,1.0,,,
16240,mbpp+,code-llama-multi-7b,Mbpp/391,0.0,,,
16241,mbpp+,code-llama-multi-7b,Mbpp/392,0.0,,,
16242,mbpp+,code-llama-multi-7b,Mbpp/394,1.0,,,
16243,mbpp+,code-llama-multi-7b,Mbpp/395,1.0,,,
16244,mbpp+,code-llama-multi-7b,Mbpp/397,1.0,,,
16245,mbpp+,code-llama-multi-7b,Mbpp/398,0.0,,,
16246,mbpp+,code-llama-multi-7b,Mbpp/404,1.0,,,
16247,mbpp+,code-llama-multi-7b,Mbpp/405,1.0,,,
16248,mbpp+,code-llama-multi-7b,Mbpp/406,0.0,,,
16249,mbpp+,code-llama-multi-7b,Mbpp/409,0.0,,,
16250,mbpp+,code-llama-multi-7b,Mbpp/410,0.0,,,
16251,mbpp+,code-llama-multi-7b,Mbpp/412,1.0,,,
16252,mbpp+,code-llama-multi-7b,Mbpp/413,1.0,,,
16253,mbpp+,code-llama-multi-7b,Mbpp/414,1.0,,,
16254,mbpp+,code-llama-multi-7b,Mbpp/415,0.0,,,
16255,mbpp+,code-llama-multi-7b,Mbpp/418,1.0,,,
16256,mbpp+,code-llama-multi-7b,Mbpp/419,0.0,,,
16257,mbpp+,code-llama-multi-7b,Mbpp/420,0.0,,,
16258,mbpp+,code-llama-multi-7b,Mbpp/421,1.0,,,
16259,mbpp+,code-llama-multi-7b,Mbpp/422,1.0,,,
16260,mbpp+,code-llama-multi-7b,Mbpp/424,1.0,,,
16261,mbpp+,code-llama-multi-7b,Mbpp/425,1.0,,,
16262,mbpp+,code-llama-multi-7b,Mbpp/426,1.0,,,
16263,mbpp+,code-llama-multi-7b,Mbpp/427,0.0,,,
16264,mbpp+,code-llama-multi-7b,Mbpp/428,1.0,,,
16265,mbpp+,code-llama-multi-7b,Mbpp/429,1.0,,,
16266,mbpp+,code-llama-multi-7b,Mbpp/430,0.0,,,
16267,mbpp+,code-llama-multi-7b,Mbpp/432,0.0,,,
16268,mbpp+,code-llama-multi-7b,Mbpp/433,0.0,,,
16269,mbpp+,code-llama-multi-7b,Mbpp/435,0.0,,,
16270,mbpp+,code-llama-multi-7b,Mbpp/436,1.0,,,
16271,mbpp+,code-llama-multi-7b,Mbpp/437,0.0,,,
16272,mbpp+,code-llama-multi-7b,Mbpp/439,1.0,,,
16273,mbpp+,code-llama-multi-7b,Mbpp/440,0.0,,,
16274,mbpp+,code-llama-multi-7b,Mbpp/441,1.0,,,
16275,mbpp+,code-llama-multi-7b,Mbpp/445,0.0,,,
16276,mbpp+,code-llama-multi-7b,Mbpp/446,1.0,,,
16277,mbpp+,code-llama-multi-7b,Mbpp/447,1.0,,,
16278,mbpp+,code-llama-multi-7b,Mbpp/448,0.0,,,
16279,mbpp+,code-llama-multi-7b,Mbpp/450,1.0,,,
16280,mbpp+,code-llama-multi-7b,Mbpp/451,0.0,,,
16281,mbpp+,code-llama-multi-7b,Mbpp/453,0.0,,,
16282,mbpp+,code-llama-multi-7b,Mbpp/454,1.0,,,
16283,mbpp+,code-llama-multi-7b,Mbpp/455,1.0,,,
16284,mbpp+,code-llama-multi-7b,Mbpp/456,1.0,,,
16285,mbpp+,code-llama-multi-7b,Mbpp/457,1.0,,,
16286,mbpp+,code-llama-multi-7b,Mbpp/458,1.0,,,
16287,mbpp+,code-llama-multi-7b,Mbpp/459,0.0,,,
16288,mbpp+,code-llama-multi-7b,Mbpp/460,1.0,,,
16289,mbpp+,code-llama-multi-7b,Mbpp/462,0.0,,,
16290,mbpp+,code-llama-multi-7b,Mbpp/463,0.0,,,
16291,mbpp+,code-llama-multi-7b,Mbpp/465,1.0,,,
16292,mbpp+,code-llama-multi-7b,Mbpp/468,0.0,,,
16293,mbpp+,code-llama-multi-7b,Mbpp/470,1.0,,,
16294,mbpp+,code-llama-multi-7b,Mbpp/471,1.0,,,
16295,mbpp+,code-llama-multi-7b,Mbpp/472,1.0,,,
16296,mbpp+,code-llama-multi-7b,Mbpp/473,0.0,,,
16297,mbpp+,code-llama-multi-7b,Mbpp/474,1.0,,,
16298,mbpp+,code-llama-multi-7b,Mbpp/475,1.0,,,
16299,mbpp+,code-llama-multi-7b,Mbpp/476,1.0,,,
16300,mbpp+,code-llama-multi-7b,Mbpp/477,1.0,,,
16301,mbpp+,code-llama-multi-7b,Mbpp/478,0.0,,,
16302,mbpp+,code-llama-multi-7b,Mbpp/479,1.0,,,
16303,mbpp+,code-llama-multi-7b,Mbpp/554,0.0,,,
16304,mbpp+,code-llama-multi-7b,Mbpp/555,1.0,,,
16305,mbpp+,code-llama-multi-7b,Mbpp/556,1.0,,,
16306,mbpp+,code-llama-multi-7b,Mbpp/557,1.0,,,
16307,mbpp+,code-llama-multi-7b,Mbpp/558,0.0,,,
16308,mbpp+,code-llama-multi-7b,Mbpp/559,0.0,,,
16309,mbpp+,code-llama-multi-7b,Mbpp/560,0.0,,,
16310,mbpp+,code-llama-multi-7b,Mbpp/562,1.0,,,
16311,mbpp+,code-llama-multi-7b,Mbpp/563,0.0,,,
16312,mbpp+,code-llama-multi-7b,Mbpp/564,1.0,,,
16313,mbpp+,code-llama-multi-7b,Mbpp/565,1.0,,,
16314,mbpp+,code-llama-multi-7b,Mbpp/566,1.0,,,
16315,mbpp+,code-llama-multi-7b,Mbpp/567,1.0,,,
16316,mbpp+,code-llama-multi-7b,Mbpp/568,1.0,,,
16317,mbpp+,code-llama-multi-7b,Mbpp/569,1.0,,,
16318,mbpp+,code-llama-multi-7b,Mbpp/572,0.0,,,
16319,mbpp+,code-llama-multi-7b,Mbpp/573,1.0,,,
16320,mbpp+,code-llama-multi-7b,Mbpp/576,0.0,,,
16321,mbpp+,code-llama-multi-7b,Mbpp/577,0.0,,,
16322,mbpp+,code-llama-multi-7b,Mbpp/578,0.0,,,
16323,mbpp+,code-llama-multi-7b,Mbpp/579,0.0,,,
16324,mbpp+,code-llama-multi-7b,Mbpp/580,1.0,,,
16325,mbpp+,code-llama-multi-7b,Mbpp/581,0.0,,,
16326,mbpp+,code-llama-multi-7b,Mbpp/583,0.0,,,
16327,mbpp+,code-llama-multi-7b,Mbpp/585,1.0,,,
16328,mbpp+,code-llama-multi-7b,Mbpp/586,1.0,,,
16329,mbpp+,code-llama-multi-7b,Mbpp/587,1.0,,,
16330,mbpp+,code-llama-multi-7b,Mbpp/588,1.0,,,
16331,mbpp+,code-llama-multi-7b,Mbpp/589,0.0,,,
16332,mbpp+,code-llama-multi-7b,Mbpp/590,0.0,,,
16333,mbpp+,code-llama-multi-7b,Mbpp/591,1.0,,,
16334,mbpp+,code-llama-multi-7b,Mbpp/592,0.0,,,
16335,mbpp+,code-llama-multi-7b,Mbpp/593,0.0,,,
16336,mbpp+,code-llama-multi-7b,Mbpp/594,0.0,,,
16337,mbpp+,code-llama-multi-7b,Mbpp/596,1.0,,,
16338,mbpp+,code-llama-multi-7b,Mbpp/597,0.0,,,
16339,mbpp+,code-llama-multi-7b,Mbpp/598,0.0,,,
16340,mbpp+,code-llama-multi-7b,Mbpp/599,1.0,,,
16341,mbpp+,code-llama-multi-7b,Mbpp/600,1.0,,,
16342,mbpp+,code-llama-multi-7b,Mbpp/602,0.0,,,
16343,mbpp+,code-llama-multi-7b,Mbpp/603,0.0,,,
16344,mbpp+,code-llama-multi-7b,Mbpp/604,1.0,,,
16345,mbpp+,code-llama-multi-7b,Mbpp/605,0.0,,,
16346,mbpp+,code-llama-multi-7b,Mbpp/606,0.0,,,
16347,mbpp+,code-llama-multi-7b,Mbpp/607,0.0,,,
16348,mbpp+,code-llama-multi-7b,Mbpp/608,0.0,,,
16349,mbpp+,code-llama-multi-7b,Mbpp/610,1.0,,,
16350,mbpp+,code-llama-multi-7b,Mbpp/611,1.0,,,
16351,mbpp+,code-llama-multi-7b,Mbpp/612,0.0,,,
16352,mbpp+,code-llama-multi-7b,Mbpp/614,1.0,,,
16353,mbpp+,code-llama-multi-7b,Mbpp/615,0.0,,,
16354,mbpp+,code-llama-multi-7b,Mbpp/616,1.0,,,
16355,mbpp+,code-llama-multi-7b,Mbpp/618,1.0,,,
16356,mbpp+,code-llama-multi-7b,Mbpp/619,0.0,,,
16357,mbpp+,code-llama-multi-7b,Mbpp/620,0.0,,,
16358,mbpp+,code-llama-multi-7b,Mbpp/622,0.0,,,
16359,mbpp+,code-llama-multi-7b,Mbpp/623,1.0,,,
16360,mbpp+,code-llama-multi-7b,Mbpp/624,1.0,,,
16361,mbpp+,code-llama-multi-7b,Mbpp/626,0.0,,,
16362,mbpp+,code-llama-multi-7b,Mbpp/628,1.0,,,
16363,mbpp+,code-llama-multi-7b,Mbpp/629,1.0,,,
16364,mbpp+,code-llama-multi-7b,Mbpp/630,0.0,,,
16365,mbpp+,code-llama-multi-7b,Mbpp/631,0.0,,,
16366,mbpp+,code-llama-multi-7b,Mbpp/632,0.0,,,
16367,mbpp+,code-llama-multi-7b,Mbpp/633,0.0,,,
16368,mbpp+,code-llama-multi-7b,Mbpp/635,1.0,,,
16369,mbpp+,code-llama-multi-7b,Mbpp/637,0.0,,,
16370,mbpp+,code-llama-multi-7b,Mbpp/638,0.0,,,
16371,mbpp+,code-llama-multi-7b,Mbpp/639,0.0,,,
16372,mbpp+,code-llama-multi-7b,Mbpp/641,0.0,,,
16373,mbpp+,code-llama-multi-7b,Mbpp/643,0.0,,,
16374,mbpp+,code-llama-multi-7b,Mbpp/644,0.0,,,
16375,mbpp+,code-llama-multi-7b,Mbpp/720,1.0,,,
16376,mbpp+,code-llama-multi-7b,Mbpp/721,0.0,,,
16377,mbpp+,code-llama-multi-7b,Mbpp/722,1.0,,,
16378,mbpp+,code-llama-multi-7b,Mbpp/723,1.0,,,
16379,mbpp+,code-llama-multi-7b,Mbpp/724,0.0,,,
16380,mbpp+,code-llama-multi-7b,Mbpp/725,0.0,,,
16381,mbpp+,code-llama-multi-7b,Mbpp/726,1.0,,,
16382,mbpp+,code-llama-multi-7b,Mbpp/728,1.0,,,
16383,mbpp+,code-llama-multi-7b,Mbpp/730,1.0,,,
16384,mbpp+,code-llama-multi-7b,Mbpp/731,0.0,,,
16385,mbpp+,code-llama-multi-7b,Mbpp/732,1.0,,,
16386,mbpp+,code-llama-multi-7b,Mbpp/733,0.0,,,
16387,mbpp+,code-llama-multi-7b,Mbpp/734,1.0,,,
16388,mbpp+,code-llama-multi-7b,Mbpp/735,0.0,,,
16389,mbpp+,code-llama-multi-7b,Mbpp/736,0.0,,,
16390,mbpp+,code-llama-multi-7b,Mbpp/737,1.0,,,
16391,mbpp+,code-llama-multi-7b,Mbpp/739,0.0,,,
16392,mbpp+,code-llama-multi-7b,Mbpp/740,0.0,,,
16393,mbpp+,code-llama-multi-7b,Mbpp/741,1.0,,,
16394,mbpp+,code-llama-multi-7b,Mbpp/742,0.0,,,
16395,mbpp+,code-llama-multi-7b,Mbpp/743,0.0,,,
16396,mbpp+,code-llama-multi-7b,Mbpp/744,1.0,,,
16397,mbpp+,code-llama-multi-7b,Mbpp/745,0.0,,,
16398,mbpp+,code-llama-multi-7b,Mbpp/748,0.0,,,
16399,mbpp+,code-llama-multi-7b,Mbpp/749,0.0,,,
16400,mbpp+,code-llama-multi-7b,Mbpp/750,1.0,,,
16401,mbpp+,code-llama-multi-7b,Mbpp/751,0.0,,,
16402,mbpp+,code-llama-multi-7b,Mbpp/752,0.0,,,
16403,mbpp+,code-llama-multi-7b,Mbpp/753,1.0,,,
16404,mbpp+,code-llama-multi-7b,Mbpp/754,0.0,,,
16405,mbpp+,code-llama-multi-7b,Mbpp/755,0.0,,,
16406,mbpp+,code-llama-multi-7b,Mbpp/757,1.0,,,
16407,mbpp+,code-llama-multi-7b,Mbpp/758,0.0,,,
16408,mbpp+,code-llama-multi-7b,Mbpp/759,0.0,,,
16409,mbpp+,code-llama-multi-7b,Mbpp/760,0.0,,,
16410,mbpp+,code-llama-multi-7b,Mbpp/762,0.0,,,
16411,mbpp+,code-llama-multi-7b,Mbpp/763,0.0,,,
16412,mbpp+,code-llama-multi-7b,Mbpp/764,1.0,,,
16413,mbpp+,code-llama-multi-7b,Mbpp/765,0.0,,,
16414,mbpp+,code-llama-multi-7b,Mbpp/766,1.0,,,
16415,mbpp+,code-llama-multi-7b,Mbpp/767,0.0,,,
16416,mbpp+,code-llama-multi-7b,Mbpp/769,0.0,,,
16417,mbpp+,code-llama-multi-7b,Mbpp/770,0.0,,,
16418,mbpp+,code-llama-multi-7b,Mbpp/771,0.0,,,
16419,mbpp+,code-llama-multi-7b,Mbpp/772,1.0,,,
16420,mbpp+,code-llama-multi-7b,Mbpp/773,0.0,,,
16421,mbpp+,code-llama-multi-7b,Mbpp/775,1.0,,,
16422,mbpp+,code-llama-multi-7b,Mbpp/777,1.0,,,
16423,mbpp+,code-llama-multi-7b,Mbpp/778,1.0,,,
16424,mbpp+,code-llama-multi-7b,Mbpp/780,0.0,,,
16425,mbpp+,code-llama-multi-7b,Mbpp/781,0.0,,,
16426,mbpp+,code-llama-multi-7b,Mbpp/782,0.0,,,
16427,mbpp+,code-llama-multi-7b,Mbpp/784,0.0,,,
16428,mbpp+,code-llama-multi-7b,Mbpp/785,0.0,,,
16429,mbpp+,code-llama-multi-7b,Mbpp/786,0.0,,,
16430,mbpp+,code-llama-multi-7b,Mbpp/787,0.0,,,
16431,mbpp+,code-llama-multi-7b,Mbpp/788,1.0,,,
16432,mbpp+,code-llama-multi-7b,Mbpp/790,0.0,,,
16433,mbpp+,code-llama-multi-7b,Mbpp/791,0.0,,,
16434,mbpp+,code-llama-multi-7b,Mbpp/792,0.0,,,
16435,mbpp+,code-llama-multi-7b,Mbpp/793,1.0,,,
16436,mbpp+,code-llama-multi-7b,Mbpp/794,0.0,,,
16437,mbpp+,code-llama-multi-7b,Mbpp/796,1.0,,,
16438,mbpp+,code-llama-multi-7b,Mbpp/797,0.0,,,
16439,mbpp+,code-llama-multi-7b,Mbpp/798,0.0,,,
16440,mbpp+,code-llama-multi-7b,Mbpp/799,1.0,,,
16441,mbpp+,code-llama-multi-7b,Mbpp/800,0.0,,,
16442,mbpp+,code-llama-multi-7b,Mbpp/801,1.0,,,
16443,mbpp+,code-llama-multi-7b,Mbpp/803,0.0,,,
16444,mbpp+,code-llama-multi-7b,Mbpp/804,0.0,,,
16445,mbpp+,code-llama-multi-7b,Mbpp/805,0.0,,,
16446,mbpp+,code-llama-multi-7b,Mbpp/806,0.0,,,
16447,mbpp+,code-llama-multi-7b,Mbpp/807,1.0,,,
16448,mbpp+,code-llama-multi-7b,Mbpp/808,1.0,,,
16449,mbpp+,code-llama-multi-7b,Mbpp/809,0.0,,,
16450,mbpp+,databricks--dbrx-instruct,Mbpp/2,1.0,,,
16451,mbpp+,databricks--dbrx-instruct,Mbpp/3,1.0,,,
16452,mbpp+,databricks--dbrx-instruct,Mbpp/4,1.0,,,
16453,mbpp+,databricks--dbrx-instruct,Mbpp/6,0.0,,,
16454,mbpp+,databricks--dbrx-instruct,Mbpp/7,0.0,,,
16455,mbpp+,databricks--dbrx-instruct,Mbpp/8,1.0,,,
16456,mbpp+,databricks--dbrx-instruct,Mbpp/9,0.0,,,
16457,mbpp+,databricks--dbrx-instruct,Mbpp/11,0.0,,,
16458,mbpp+,databricks--dbrx-instruct,Mbpp/12,1.0,,,
16459,mbpp+,databricks--dbrx-instruct,Mbpp/14,0.0,,,
16460,mbpp+,databricks--dbrx-instruct,Mbpp/16,0.0,,,
16461,mbpp+,databricks--dbrx-instruct,Mbpp/17,1.0,,,
16462,mbpp+,databricks--dbrx-instruct,Mbpp/18,1.0,,,
16463,mbpp+,databricks--dbrx-instruct,Mbpp/19,1.0,,,
16464,mbpp+,databricks--dbrx-instruct,Mbpp/20,0.0,,,
16465,mbpp+,databricks--dbrx-instruct,Mbpp/56,1.0,,,
16466,mbpp+,databricks--dbrx-instruct,Mbpp/57,1.0,,,
16467,mbpp+,databricks--dbrx-instruct,Mbpp/58,0.0,,,
16468,mbpp+,databricks--dbrx-instruct,Mbpp/59,0.0,,,
