,benchmark_id,model,example_id,pass1,count,date,hyperparams
299188,gsm8k,falcon-7b,gsm8k/132,0.0,,,
299189,gsm8k,falcon-7b,gsm8k/133,0.0,,,
299190,gsm8k,falcon-7b,gsm8k/134,1.0,,,
299191,gsm8k,falcon-7b,gsm8k/135,0.0,,,
299192,gsm8k,falcon-7b,gsm8k/136,0.0,,,
299193,gsm8k,falcon-7b,gsm8k/137,0.0,,,
299194,gsm8k,falcon-7b,gsm8k/138,0.0,,,
299195,gsm8k,falcon-7b,gsm8k/139,0.0,,,
299196,gsm8k,falcon-7b,gsm8k/140,0.0,,,
299197,gsm8k,falcon-7b,gsm8k/141,0.0,,,
299198,gsm8k,falcon-7b,gsm8k/142,1.0,,,
299199,gsm8k,falcon-7b,gsm8k/143,0.0,,,
299200,gsm8k,falcon-7b,gsm8k/144,0.0,,,
299201,gsm8k,falcon-7b,gsm8k/145,0.0,,,
299202,gsm8k,falcon-7b,gsm8k/146,0.0,,,
299203,gsm8k,falcon-7b,gsm8k/147,0.0,,,
299204,gsm8k,falcon-7b,gsm8k/148,0.0,,,
299205,gsm8k,falcon-7b,gsm8k/149,0.0,,,
299206,gsm8k,falcon-7b,gsm8k/150,0.0,,,
299207,gsm8k,falcon-7b,gsm8k/151,0.0,,,
299208,gsm8k,falcon-7b,gsm8k/152,0.0,,,
299209,gsm8k,falcon-7b,gsm8k/153,0.0,,,
299210,gsm8k,falcon-7b,gsm8k/154,0.0,,,
299211,gsm8k,falcon-7b,gsm8k/155,0.0,,,
299212,gsm8k,falcon-7b,gsm8k/156,0.0,,,
299213,gsm8k,falcon-7b,gsm8k/157,0.0,,,
299214,gsm8k,falcon-7b,gsm8k/158,0.0,,,
299215,gsm8k,falcon-7b,gsm8k/159,0.0,,,
299216,gsm8k,falcon-7b,gsm8k/160,0.0,,,
299217,gsm8k,falcon-7b,gsm8k/161,0.0,,,
299218,gsm8k,falcon-7b,gsm8k/162,0.0,,,
299219,gsm8k,falcon-7b,gsm8k/163,0.0,,,
299220,gsm8k,falcon-7b,gsm8k/164,0.0,,,
299221,gsm8k,falcon-7b,gsm8k/165,0.0,,,
299222,gsm8k,falcon-7b,gsm8k/166,0.0,,,
299223,gsm8k,falcon-7b,gsm8k/167,0.0,,,
299224,gsm8k,falcon-7b,gsm8k/168,0.0,,,
299225,gsm8k,falcon-7b,gsm8k/169,0.0,,,
299226,gsm8k,falcon-7b,gsm8k/170,0.0,,,
299227,gsm8k,falcon-7b,gsm8k/171,0.0,,,
299228,gsm8k,falcon-7b,gsm8k/172,0.0,,,
299229,gsm8k,falcon-7b,gsm8k/173,0.0,,,
299230,gsm8k,falcon-7b,gsm8k/174,0.0,,,
299231,gsm8k,falcon-7b,gsm8k/175,0.0,,,
299232,gsm8k,falcon-7b,gsm8k/176,0.0,,,
299233,gsm8k,falcon-7b,gsm8k/177,0.0,,,
299234,gsm8k,falcon-7b,gsm8k/178,0.0,,,
299235,gsm8k,falcon-7b,gsm8k/179,1.0,,,
299236,gsm8k,falcon-7b,gsm8k/180,0.0,,,
299237,gsm8k,falcon-7b,gsm8k/181,0.0,,,
299238,gsm8k,falcon-7b,gsm8k/182,0.0,,,
299239,gsm8k,falcon-7b,gsm8k/183,0.0,,,
299240,gsm8k,falcon-7b,gsm8k/184,0.0,,,
299241,gsm8k,falcon-7b,gsm8k/185,0.0,,,
299242,gsm8k,falcon-7b,gsm8k/186,0.0,,,
299243,gsm8k,falcon-7b,gsm8k/187,0.0,,,
299244,gsm8k,falcon-7b,gsm8k/188,0.0,,,
299245,gsm8k,falcon-7b,gsm8k/189,0.0,,,
299246,gsm8k,falcon-7b,gsm8k/190,0.0,,,
299247,gsm8k,falcon-7b,gsm8k/191,1.0,,,
299248,gsm8k,falcon-7b,gsm8k/192,0.0,,,
299249,gsm8k,falcon-7b,gsm8k/193,0.0,,,
299250,gsm8k,falcon-7b,gsm8k/194,0.0,,,
299251,gsm8k,falcon-7b,gsm8k/195,1.0,,,
299252,gsm8k,falcon-7b,gsm8k/196,0.0,,,
299253,gsm8k,falcon-7b,gsm8k/197,0.0,,,
299254,gsm8k,falcon-7b,gsm8k/198,0.0,,,
299255,gsm8k,falcon-7b,gsm8k/199,0.0,,,
299256,gsm8k,falcon-7b,gsm8k/200,0.0,,,
299257,gsm8k,falcon-7b,gsm8k/201,0.0,,,
299258,gsm8k,falcon-7b,gsm8k/202,0.0,,,
299259,gsm8k,falcon-7b,gsm8k/203,0.0,,,
299260,gsm8k,falcon-7b,gsm8k/204,0.0,,,
299261,gsm8k,falcon-7b,gsm8k/205,0.0,,,
299262,gsm8k,falcon-7b,gsm8k/206,0.0,,,
299263,gsm8k,falcon-7b,gsm8k/207,0.0,,,
299264,gsm8k,falcon-7b,gsm8k/208,0.0,,,
299265,gsm8k,falcon-7b,gsm8k/209,0.0,,,
299266,gsm8k,falcon-7b,gsm8k/210,0.0,,,
299267,gsm8k,falcon-7b,gsm8k/211,0.0,,,
299268,gsm8k,falcon-7b,gsm8k/212,0.0,,,
299269,gsm8k,falcon-7b,gsm8k/213,0.0,,,
299270,gsm8k,falcon-7b,gsm8k/214,0.0,,,
299271,gsm8k,falcon-7b,gsm8k/215,0.0,,,
299272,gsm8k,falcon-7b,gsm8k/216,0.0,,,
299273,gsm8k,falcon-7b,gsm8k/217,1.0,,,
299274,gsm8k,falcon-7b,gsm8k/218,0.0,,,
299275,gsm8k,falcon-7b,gsm8k/219,0.0,,,
299276,gsm8k,falcon-7b,gsm8k/220,0.0,,,
299277,gsm8k,falcon-7b,gsm8k/221,0.0,,,
299278,gsm8k,falcon-7b,gsm8k/222,0.0,,,
299279,gsm8k,falcon-7b,gsm8k/223,0.0,,,
299280,gsm8k,falcon-7b,gsm8k/224,0.0,,,
299281,gsm8k,falcon-7b,gsm8k/225,0.0,,,
299282,gsm8k,falcon-7b,gsm8k/226,0.0,,,
299283,gsm8k,falcon-7b,gsm8k/227,0.0,,,
299284,gsm8k,falcon-7b,gsm8k/228,0.0,,,
299285,gsm8k,falcon-7b,gsm8k/229,0.0,,,
299286,gsm8k,falcon-7b,gsm8k/230,0.0,,,
299287,gsm8k,falcon-7b,gsm8k/231,0.0,,,
299288,gsm8k,falcon-7b,gsm8k/232,0.0,,,
299289,gsm8k,falcon-7b,gsm8k/233,0.0,,,
299290,gsm8k,falcon-7b,gsm8k/234,0.0,,,
299291,gsm8k,falcon-7b,gsm8k/235,1.0,,,
299292,gsm8k,falcon-7b,gsm8k/236,0.0,,,
299293,gsm8k,falcon-7b,gsm8k/237,1.0,,,
299294,gsm8k,falcon-7b,gsm8k/238,0.0,,,
299295,gsm8k,falcon-7b,gsm8k/239,0.0,,,
299296,gsm8k,falcon-7b,gsm8k/240,0.0,,,
299297,gsm8k,falcon-7b,gsm8k/241,0.0,,,
299298,gsm8k,falcon-7b,gsm8k/242,0.0,,,
299299,gsm8k,falcon-7b,gsm8k/243,0.0,,,
299300,gsm8k,falcon-7b,gsm8k/244,0.0,,,
299301,gsm8k,falcon-7b,gsm8k/245,0.0,,,
299302,gsm8k,falcon-7b,gsm8k/246,0.0,,,
299303,gsm8k,falcon-7b,gsm8k/247,0.0,,,
299304,gsm8k,falcon-7b,gsm8k/248,1.0,,,
299305,gsm8k,falcon-7b,gsm8k/249,0.0,,,
299306,gsm8k,falcon-7b,gsm8k/250,0.0,,,
299307,gsm8k,falcon-7b,gsm8k/251,1.0,,,
299308,gsm8k,falcon-7b,gsm8k/252,0.0,,,
299309,gsm8k,falcon-7b,gsm8k/253,1.0,,,
299310,gsm8k,falcon-7b,gsm8k/254,0.0,,,
299311,gsm8k,falcon-7b,gsm8k/255,0.0,,,
299312,gsm8k,falcon-7b,gsm8k/256,0.0,,,
299313,gsm8k,falcon-7b,gsm8k/257,0.0,,,
299314,gsm8k,falcon-7b,gsm8k/258,1.0,,,
299315,gsm8k,falcon-7b,gsm8k/259,0.0,,,
299316,gsm8k,falcon-7b,gsm8k/260,0.0,,,
299317,gsm8k,falcon-7b,gsm8k/261,0.0,,,
299318,gsm8k,falcon-7b,gsm8k/262,0.0,,,
299319,gsm8k,falcon-7b,gsm8k/263,1.0,,,
299320,gsm8k,falcon-7b,gsm8k/264,0.0,,,
299321,gsm8k,falcon-7b,gsm8k/265,0.0,,,
299322,gsm8k,falcon-7b,gsm8k/266,0.0,,,
299323,gsm8k,falcon-7b,gsm8k/267,0.0,,,
299324,gsm8k,falcon-7b,gsm8k/268,1.0,,,
299325,gsm8k,falcon-7b,gsm8k/269,0.0,,,
299326,gsm8k,falcon-7b,gsm8k/270,0.0,,,
299327,gsm8k,falcon-7b,gsm8k/271,0.0,,,
299328,gsm8k,falcon-7b,gsm8k/272,0.0,,,
299329,gsm8k,falcon-7b,gsm8k/273,0.0,,,
299330,gsm8k,falcon-7b,gsm8k/274,0.0,,,
299331,gsm8k,falcon-7b,gsm8k/275,0.0,,,
299332,gsm8k,falcon-7b,gsm8k/276,0.0,,,
299333,gsm8k,falcon-7b,gsm8k/277,0.0,,,
299334,gsm8k,falcon-7b,gsm8k/278,0.0,,,
299335,gsm8k,falcon-7b,gsm8k/279,0.0,,,
299336,gsm8k,falcon-7b,gsm8k/280,0.0,,,
299337,gsm8k,falcon-7b,gsm8k/281,0.0,,,
299338,gsm8k,falcon-7b,gsm8k/282,0.0,,,
299339,gsm8k,falcon-7b,gsm8k/283,0.0,,,
299340,gsm8k,falcon-7b,gsm8k/284,0.0,,,
299341,gsm8k,falcon-7b,gsm8k/285,1.0,,,
299342,gsm8k,falcon-7b,gsm8k/286,0.0,,,
299343,gsm8k,falcon-7b,gsm8k/287,0.0,,,
299344,gsm8k,falcon-7b,gsm8k/288,0.0,,,
299345,gsm8k,falcon-7b,gsm8k/289,0.0,,,
299346,gsm8k,falcon-7b,gsm8k/290,0.0,,,
299347,gsm8k,falcon-7b,gsm8k/291,0.0,,,
299348,gsm8k,falcon-7b,gsm8k/292,0.0,,,
299349,gsm8k,falcon-7b,gsm8k/293,0.0,,,
299350,gsm8k,falcon-7b,gsm8k/294,0.0,,,
299351,gsm8k,falcon-7b,gsm8k/295,0.0,,,
299352,gsm8k,falcon-7b,gsm8k/296,0.0,,,
299353,gsm8k,falcon-7b,gsm8k/297,0.0,,,
299354,gsm8k,falcon-7b,gsm8k/298,0.0,,,
299355,gsm8k,falcon-7b,gsm8k/299,0.0,,,
299356,gsm8k,falcon-7b,gsm8k/300,0.0,,,
299357,gsm8k,falcon-7b,gsm8k/301,0.0,,,
299358,gsm8k,falcon-7b,gsm8k/302,0.0,,,
299359,gsm8k,falcon-7b,gsm8k/303,0.0,,,
299360,gsm8k,falcon-7b,gsm8k/304,0.0,,,
299361,gsm8k,falcon-7b,gsm8k/305,1.0,,,
299362,gsm8k,falcon-7b,gsm8k/306,0.0,,,
299363,gsm8k,falcon-7b,gsm8k/307,0.0,,,
299364,gsm8k,falcon-7b,gsm8k/308,0.0,,,
299365,gsm8k,falcon-7b,gsm8k/309,0.0,,,
299366,gsm8k,falcon-7b,gsm8k/310,0.0,,,
299367,gsm8k,falcon-7b,gsm8k/311,0.0,,,
299368,gsm8k,falcon-7b,gsm8k/312,0.0,,,
299369,gsm8k,falcon-7b,gsm8k/313,0.0,,,
299370,gsm8k,falcon-7b,gsm8k/314,0.0,,,
299371,gsm8k,falcon-7b,gsm8k/315,0.0,,,
299372,gsm8k,falcon-7b,gsm8k/316,0.0,,,
299373,gsm8k,falcon-7b,gsm8k/317,0.0,,,
299374,gsm8k,falcon-7b,gsm8k/318,0.0,,,
299375,gsm8k,falcon-7b,gsm8k/319,1.0,,,
299376,gsm8k,falcon-7b,gsm8k/320,0.0,,,
299377,gsm8k,falcon-7b,gsm8k/321,0.0,,,
299378,gsm8k,falcon-7b,gsm8k/322,0.0,,,
299379,gsm8k,falcon-7b,gsm8k/323,0.0,,,
299380,gsm8k,falcon-7b,gsm8k/324,0.0,,,
299381,gsm8k,falcon-7b,gsm8k/325,0.0,,,
299382,gsm8k,falcon-7b,gsm8k/326,0.0,,,
299383,gsm8k,falcon-7b,gsm8k/327,0.0,,,
299384,gsm8k,falcon-7b,gsm8k/328,0.0,,,
299385,gsm8k,falcon-7b,gsm8k/329,1.0,,,
299386,gsm8k,falcon-7b,gsm8k/330,0.0,,,
299387,gsm8k,falcon-7b,gsm8k/331,0.0,,,
299388,gsm8k,falcon-7b,gsm8k/332,1.0,,,
299389,gsm8k,falcon-7b,gsm8k/333,1.0,,,
299390,gsm8k,falcon-7b,gsm8k/334,0.0,,,
299391,gsm8k,falcon-7b,gsm8k/335,0.0,,,
299392,gsm8k,falcon-7b,gsm8k/336,0.0,,,
299393,gsm8k,falcon-7b,gsm8k/337,0.0,,,
299394,gsm8k,falcon-7b,gsm8k/338,0.0,,,
299395,gsm8k,falcon-7b,gsm8k/339,0.0,,,
299396,gsm8k,falcon-7b,gsm8k/340,0.0,,,
299397,gsm8k,falcon-7b,gsm8k/341,0.0,,,
299398,gsm8k,falcon-7b,gsm8k/342,0.0,,,
299399,gsm8k,falcon-7b,gsm8k/343,0.0,,,
299400,gsm8k,falcon-7b,gsm8k/344,1.0,,,
299401,gsm8k,falcon-7b,gsm8k/345,0.0,,,
299402,gsm8k,falcon-7b,gsm8k/346,0.0,,,
299403,gsm8k,falcon-7b,gsm8k/347,0.0,,,
299404,gsm8k,falcon-7b,gsm8k/348,0.0,,,
299405,gsm8k,falcon-7b,gsm8k/349,0.0,,,
299406,gsm8k,falcon-7b,gsm8k/350,0.0,,,
299407,gsm8k,falcon-7b,gsm8k/351,0.0,,,
299408,gsm8k,falcon-7b,gsm8k/352,0.0,,,
299409,gsm8k,falcon-7b,gsm8k/353,0.0,,,
299410,gsm8k,falcon-7b,gsm8k/354,0.0,,,
299411,gsm8k,falcon-7b,gsm8k/355,0.0,,,
299412,gsm8k,falcon-7b,gsm8k/356,0.0,,,
299413,gsm8k,falcon-7b,gsm8k/357,0.0,,,
299414,gsm8k,falcon-7b,gsm8k/358,0.0,,,
299415,gsm8k,falcon-7b,gsm8k/359,0.0,,,
299416,gsm8k,falcon-7b,gsm8k/360,0.0,,,
299417,gsm8k,falcon-7b,gsm8k/361,0.0,,,
299418,gsm8k,falcon-7b,gsm8k/362,0.0,,,
299419,gsm8k,falcon-7b,gsm8k/363,0.0,,,
299420,gsm8k,falcon-7b,gsm8k/364,0.0,,,
299421,gsm8k,falcon-7b,gsm8k/365,1.0,,,
299422,gsm8k,falcon-7b,gsm8k/366,0.0,,,
299423,gsm8k,falcon-7b,gsm8k/367,0.0,,,
299424,gsm8k,falcon-7b,gsm8k/368,0.0,,,
299425,gsm8k,falcon-7b,gsm8k/369,0.0,,,
299426,gsm8k,falcon-7b,gsm8k/370,1.0,,,
299427,gsm8k,falcon-7b,gsm8k/371,0.0,,,
299428,gsm8k,falcon-7b,gsm8k/372,0.0,,,
299429,gsm8k,falcon-7b,gsm8k/373,1.0,,,
299430,gsm8k,falcon-7b,gsm8k/374,0.0,,,
299431,gsm8k,falcon-7b,gsm8k/375,1.0,,,
299432,gsm8k,falcon-7b,gsm8k/376,0.0,,,
299433,gsm8k,falcon-7b,gsm8k/377,0.0,,,
299434,gsm8k,falcon-7b,gsm8k/378,0.0,,,
299435,gsm8k,falcon-7b,gsm8k/379,1.0,,,
299436,gsm8k,falcon-7b,gsm8k/380,0.0,,,
299437,gsm8k,falcon-7b,gsm8k/381,1.0,,,
299438,gsm8k,falcon-7b,gsm8k/382,0.0,,,
299439,gsm8k,falcon-7b,gsm8k/383,0.0,,,
299440,gsm8k,falcon-7b,gsm8k/384,0.0,,,
299441,gsm8k,falcon-7b,gsm8k/385,0.0,,,
299442,gsm8k,falcon-7b,gsm8k/386,0.0,,,
299443,gsm8k,falcon-7b,gsm8k/387,1.0,,,
299444,gsm8k,falcon-7b,gsm8k/388,0.0,,,
299445,gsm8k,falcon-7b,gsm8k/389,0.0,,,
299446,gsm8k,falcon-7b,gsm8k/390,1.0,,,
299447,gsm8k,falcon-7b,gsm8k/391,0.0,,,
299448,gsm8k,falcon-7b,gsm8k/392,0.0,,,
299449,gsm8k,falcon-7b,gsm8k/393,0.0,,,
299450,gsm8k,falcon-7b,gsm8k/394,0.0,,,
299451,gsm8k,falcon-7b,gsm8k/395,0.0,,,
299452,gsm8k,falcon-7b,gsm8k/396,0.0,,,
299453,gsm8k,falcon-7b,gsm8k/397,0.0,,,
299454,gsm8k,falcon-7b,gsm8k/398,0.0,,,
299455,gsm8k,falcon-7b,gsm8k/399,0.0,,,
299456,gsm8k,falcon-7b,gsm8k/400,1.0,,,
299457,gsm8k,falcon-7b,gsm8k/401,0.0,,,
299458,gsm8k,falcon-7b,gsm8k/402,0.0,,,
299459,gsm8k,falcon-7b,gsm8k/403,0.0,,,
299460,gsm8k,falcon-7b,gsm8k/404,0.0,,,
299461,gsm8k,falcon-7b,gsm8k/405,0.0,,,
299462,gsm8k,falcon-7b,gsm8k/406,0.0,,,
299463,gsm8k,falcon-7b,gsm8k/407,0.0,,,
299464,gsm8k,falcon-7b,gsm8k/408,0.0,,,
299465,gsm8k,falcon-7b,gsm8k/409,0.0,,,
299466,gsm8k,falcon-7b,gsm8k/410,0.0,,,
299467,gsm8k,falcon-7b,gsm8k/411,0.0,,,
299468,gsm8k,falcon-7b,gsm8k/412,0.0,,,
299469,gsm8k,falcon-7b,gsm8k/413,0.0,,,
299470,gsm8k,falcon-7b,gsm8k/414,0.0,,,
299471,gsm8k,falcon-7b,gsm8k/415,0.0,,,
299472,gsm8k,falcon-7b,gsm8k/416,0.0,,,
299473,gsm8k,falcon-7b,gsm8k/417,0.0,,,
299474,gsm8k,falcon-7b,gsm8k/418,0.0,,,
299475,gsm8k,falcon-7b,gsm8k/419,0.0,,,
299476,gsm8k,falcon-7b,gsm8k/420,0.0,,,
299477,gsm8k,falcon-7b,gsm8k/421,0.0,,,
299478,gsm8k,falcon-7b,gsm8k/422,0.0,,,
299479,gsm8k,falcon-7b,gsm8k/423,0.0,,,
299480,gsm8k,falcon-7b,gsm8k/424,0.0,,,
299481,gsm8k,falcon-7b,gsm8k/425,0.0,,,
299482,gsm8k,falcon-7b,gsm8k/426,0.0,,,
299483,gsm8k,falcon-7b,gsm8k/427,0.0,,,
299484,gsm8k,falcon-7b,gsm8k/428,0.0,,,
299485,gsm8k,falcon-7b,gsm8k/429,0.0,,,
299486,gsm8k,falcon-7b,gsm8k/430,0.0,,,
299487,gsm8k,falcon-7b,gsm8k/431,0.0,,,
299488,gsm8k,falcon-7b,gsm8k/432,0.0,,,
299489,gsm8k,falcon-7b,gsm8k/433,0.0,,,
299490,gsm8k,falcon-7b,gsm8k/434,0.0,,,
299491,gsm8k,falcon-7b,gsm8k/435,1.0,,,
299492,gsm8k,falcon-7b,gsm8k/436,0.0,,,
299493,gsm8k,falcon-7b,gsm8k/437,0.0,,,
299494,gsm8k,falcon-7b,gsm8k/438,1.0,,,
299495,gsm8k,falcon-7b,gsm8k/439,0.0,,,
299496,gsm8k,falcon-7b,gsm8k/440,0.0,,,
299497,gsm8k,falcon-7b,gsm8k/441,0.0,,,
299498,gsm8k,falcon-7b,gsm8k/442,0.0,,,
299499,gsm8k,falcon-7b,gsm8k/443,0.0,,,
299500,gsm8k,falcon-7b,gsm8k/444,0.0,,,
299501,gsm8k,falcon-7b,gsm8k/445,0.0,,,
299502,gsm8k,falcon-7b,gsm8k/446,0.0,,,
299503,gsm8k,falcon-7b,gsm8k/447,1.0,,,
299504,gsm8k,falcon-7b,gsm8k/448,0.0,,,
