,model,benchmark_id,temperature,rl_thinking_length,example_id,count,correct,pass1
1490,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,12,1100,6,0.0054545455
1491,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,13,1100,5,0.0045454545
1492,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,14,1100,0,0.0
1493,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,15,1100,0,0.0
1494,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,16,1100,1,0.0009090909
1495,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,17,1100,0,0.0
1496,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,18,1100,1,0.0009090909
1497,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,19,1100,35,0.0318181818
1498,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,20,1100,56,0.0509090909
1499,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,21,1100,0,0.0
1500,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,22,1100,0,0.0
1501,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,23,1100,0,0.0
1502,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,24,1100,0,0.0
1503,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,25,1100,0,0.0
1504,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,26,1100,5,0.0045454545
1505,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,27,1100,4,0.0036363636
1506,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,28,1100,0,0.0
1507,llama-3.1-8B-instruct,aime2025_cot,0.7,-1,29,1100,0,0.0
2202,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,0,1100,354,0.3218181818
2203,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,1,1100,0,0.0
2204,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,2,1100,18,0.0163636364
2205,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,3,1100,19,0.0172727273
2206,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,4,1100,7,0.0063636364
2207,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,5,1100,64,0.0581818182
2208,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,6,1100,0,0.0
2209,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,7,1100,0,0.0
2210,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,8,1100,84,0.0763636364
2211,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,9,1100,13,0.0118181818
2212,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,10,1100,0,0.0
2213,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,11,1100,5,0.0045454545
2214,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,12,1100,5,0.0045454545
2215,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,13,1100,2,0.0018181818
2216,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,14,1100,6,0.0054545455
2217,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,15,1100,2,0.0018181818
2218,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,16,1100,36,0.0327272727
2219,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,17,1100,0,0.0
2220,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,18,1100,0,0.0
2221,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,19,1100,56,0.0509090909
2222,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,20,1100,127,0.1154545455
2223,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,21,1100,13,0.0118181818
2224,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,22,1100,0,0.0
2225,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,23,1100,13,0.0118181818
2226,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,24,1100,0,0.0
2227,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,25,1100,0,0.0
2228,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,26,1100,0,0.0
2229,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,27,1100,0,0.0
2230,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,28,1100,0,0.0
2231,llama-3.1-70B-instruct,aime2025_cot,0.7,-1,29,1100,0,0.0
2262,qwen1.5-7b-chat,aime2025_cot,0.7,-1,0,1100,0,0.0
2263,qwen1.5-7b-chat,aime2025_cot,0.7,-1,1,1100,1,0.0009090909
2264,qwen1.5-7b-chat,aime2025_cot,0.7,-1,2,1100,6,0.0054545455
2265,qwen1.5-7b-chat,aime2025_cot,0.7,-1,3,1100,0,0.0
2266,qwen1.5-7b-chat,aime2025_cot,0.7,-1,4,1100,1,0.0009090909
2267,qwen1.5-7b-chat,aime2025_cot,0.7,-1,5,1100,8,0.0072727273
2268,qwen1.5-7b-chat,aime2025_cot,0.7,-1,6,1100,0,0.0
2269,qwen1.5-7b-chat,aime2025_cot,0.7,-1,7,1100,1,0.0009090909
2270,qwen1.5-7b-chat,aime2025_cot,0.7,-1,8,1100,1,0.0009090909
2271,qwen1.5-7b-chat,aime2025_cot,0.7,-1,9,1100,7,0.0063636364
2272,qwen1.5-7b-chat,aime2025_cot,0.7,-1,10,1100,0,0.0
2273,qwen1.5-7b-chat,aime2025_cot,0.7,-1,11,1100,0,0.0
2274,qwen1.5-7b-chat,aime2025_cot,0.7,-1,12,1100,0,0.0
2275,qwen1.5-7b-chat,aime2025_cot,0.7,-1,13,1100,4,0.0036363636
2276,qwen1.5-7b-chat,aime2025_cot,0.7,-1,14,1100,0,0.0
2277,qwen1.5-7b-chat,aime2025_cot,0.7,-1,15,1100,0,0.0
2278,qwen1.5-7b-chat,aime2025_cot,0.7,-1,16,1100,2,0.0018181818
2279,qwen1.5-7b-chat,aime2025_cot,0.7,-1,17,1100,0,0.0
2280,qwen1.5-7b-chat,aime2025_cot,0.7,-1,18,1100,0,0.0
2281,qwen1.5-7b-chat,aime2025_cot,0.7,-1,19,1100,4,0.0036363636
2282,qwen1.5-7b-chat,aime2025_cot,0.7,-1,20,1100,1,0.0009090909
2283,qwen1.5-7b-chat,aime2025_cot,0.7,-1,21,1100,0,0.0
2284,qwen1.5-7b-chat,aime2025_cot,0.7,-1,22,1100,0,0.0
2285,qwen1.5-7b-chat,aime2025_cot,0.7,-1,23,1100,0,0.0
2286,qwen1.5-7b-chat,aime2025_cot,0.7,-1,24,1100,0,0.0
2287,qwen1.5-7b-chat,aime2025_cot,0.7,-1,25,1100,0,0.0
2288,qwen1.5-7b-chat,aime2025_cot,0.7,-1,26,1100,5,0.0045454545
2289,qwen1.5-7b-chat,aime2025_cot,0.7,-1,27,1100,0,0.0
2290,qwen1.5-7b-chat,aime2025_cot,0.7,-1,28,1100,1,0.0009090909
2291,qwen1.5-7b-chat,aime2025_cot,0.7,-1,29,1100,1,0.0009090909
2986,qwen2-7b-instruct,aime2025_cot,0.7,-1,0,1100,50,0.0454545455
2987,qwen2-7b-instruct,aime2025_cot,0.7,-1,1,1100,0,0.0
2988,qwen2-7b-instruct,aime2025_cot,0.7,-1,2,1100,11,0.01
2989,qwen2-7b-instruct,aime2025_cot,0.7,-1,3,1100,4,0.0036363636
2990,qwen2-7b-instruct,aime2025_cot,0.7,-1,4,1100,5,0.0045454545
2991,qwen2-7b-instruct,aime2025_cot,0.7,-1,5,1100,13,0.0118181818
2992,qwen2-7b-instruct,aime2025_cot,0.7,-1,6,1100,0,0.0
2993,qwen2-7b-instruct,aime2025_cot,0.7,-1,7,1100,0,0.0
2994,qwen2-7b-instruct,aime2025_cot,0.7,-1,8,1100,58,0.0527272727
2995,qwen2-7b-instruct,aime2025_cot,0.7,-1,9,1100,0,0.0
2996,qwen2-7b-instruct,aime2025_cot,0.7,-1,10,1100,0,0.0
2997,qwen2-7b-instruct,aime2025_cot,0.7,-1,11,1100,0,0.0
2998,qwen2-7b-instruct,aime2025_cot,0.7,-1,12,1100,1,0.0009090909
2999,qwen2-7b-instruct,aime2025_cot,0.7,-1,13,1100,4,0.0036363636
3000,qwen2-7b-instruct,aime2025_cot,0.7,-1,14,1100,0,0.0
3001,qwen2-7b-instruct,aime2025_cot,0.7,-1,15,1100,0,0.0
3002,qwen2-7b-instruct,aime2025_cot,0.7,-1,16,1100,4,0.0036363636
3003,qwen2-7b-instruct,aime2025_cot,0.7,-1,17,1100,0,0.0
3004,qwen2-7b-instruct,aime2025_cot,0.7,-1,18,1100,1,0.0009090909
3005,qwen2-7b-instruct,aime2025_cot,0.7,-1,19,1100,10,0.0090909091
3006,qwen2-7b-instruct,aime2025_cot,0.7,-1,20,1100,4,0.0036363636
3007,qwen2-7b-instruct,aime2025_cot,0.7,-1,21,1100,0,0.0
3008,qwen2-7b-instruct,aime2025_cot,0.7,-1,22,1100,0,0.0
3009,qwen2-7b-instruct,aime2025_cot,0.7,-1,23,1100,0,0.0
3010,qwen2-7b-instruct,aime2025_cot,0.7,-1,24,1100,0,0.0
3011,qwen2-7b-instruct,aime2025_cot,0.7,-1,25,1100,0,0.0
3012,qwen2-7b-instruct,aime2025_cot,0.7,-1,26,1100,9,0.0081818182
3013,qwen2-7b-instruct,aime2025_cot,0.7,-1,27,1100,0,0.0
3014,qwen2-7b-instruct,aime2025_cot,0.7,-1,28,1100,3,0.0027272727
3015,qwen2-7b-instruct,aime2025_cot,0.7,-1,29,1100,5,0.0045454545
3710,qwen3-8b,aime2025_cot,0.7,-1,0,1100,1067,0.97
3711,qwen3-8b,aime2025_cot,0.7,-1,1,1100,3,0.0027272727
3712,qwen3-8b,aime2025_cot,0.7,-1,2,1100,901,0.8190909091
3713,qwen3-8b,aime2025_cot,0.7,-1,3,1100,319,0.29
3714,qwen3-8b,aime2025_cot,0.7,-1,4,1100,42,0.0381818182
3715,qwen3-8b,aime2025_cot,0.7,-1,5,1100,995,0.9045454545
3716,qwen3-8b,aime2025_cot,0.7,-1,6,1100,0,0.0
3717,qwen3-8b,aime2025_cot,0.7,-1,7,1100,249,0.2263636364
3718,qwen3-8b,aime2025_cot,0.7,-1,8,1100,377,0.3427272727
3719,qwen3-8b,aime2025_cot,0.7,-1,9,1100,10,0.0090909091
3720,qwen3-8b,aime2025_cot,0.7,-1,10,1100,0,0.0
3721,qwen3-8b,aime2025_cot,0.7,-1,11,1100,7,0.0063636364
3722,qwen3-8b,aime2025_cot,0.7,-1,12,1100,13,0.0118181818
3723,qwen3-8b,aime2025_cot,0.7,-1,13,1100,11,0.01
3724,qwen3-8b,aime2025_cot,0.7,-1,14,1100,0,0.0
3725,qwen3-8b,aime2025_cot,0.7,-1,15,1100,508,0.4618181818
3726,qwen3-8b,aime2025_cot,0.7,-1,16,1100,802,0.7290909091
3727,qwen3-8b,aime2025_cot,0.7,-1,17,1100,0,0.0
3728,qwen3-8b,aime2025_cot,0.7,-1,18,1100,87,0.0790909091
3729,qwen3-8b,aime2025_cot,0.7,-1,19,1100,92,0.0836363636
3730,qwen3-8b,aime2025_cot,0.7,-1,20,1100,642,0.5836363636
3731,qwen3-8b,aime2025_cot,0.7,-1,21,1100,6,0.0054545455
3732,qwen3-8b,aime2025_cot,0.7,-1,22,1100,0,0.0
3733,qwen3-8b,aime2025_cot,0.7,-1,23,1100,0,0.0
3734,qwen3-8b,aime2025_cot,0.7,-1,24,1100,1,0.0009090909
3735,qwen3-8b,aime2025_cot,0.7,-1,25,1100,0,0.0
3736,qwen3-8b,aime2025_cot,0.7,-1,26,1100,7,0.0063636364
3737,qwen3-8b,aime2025_cot,0.7,-1,27,1100,0,0.0
3738,qwen3-8b,aime2025_cot,0.7,-1,28,1100,1,0.0009090909
3739,qwen3-8b,aime2025_cot,0.7,-1,29,1100,5,0.0045454545
4434,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,0,1100,889,0.8081818182
4435,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,1,1100,4,0.0036363636
4436,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,2,1100,940,0.8545454545
4437,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,3,1100,340,0.3090909091
4438,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,4,1100,40,0.0363636364
4439,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,5,1100,1076,0.9781818182
4440,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,6,1100,0,0.0
4441,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,7,1100,529,0.4809090909
4442,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,8,1100,5,0.0045454545
4443,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,9,1100,0,0.0
4444,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,10,1100,0,0.0
4445,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,11,1100,0,0.0
4446,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,12,1100,0,0.0
4447,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,13,1100,0,0.0
4448,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,14,1100,0,0.0
4449,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,15,1100,200,0.1818181818
4450,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,16,1100,1085,0.9863636364
4451,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,17,1100,0,0.0
4452,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,18,1100,608,0.5527272727
4453,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,19,1100,0,0.0
4454,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,20,1100,299,0.2718181818
4455,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,21,1100,10,0.0090909091
4456,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,22,1100,0,0.0
4457,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,23,1100,15,0.0136363636
4458,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,24,1100,3,0.0027272727
4459,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,25,1100,0,0.0
4460,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,26,1100,1,0.0009090909
4461,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,27,1100,0,0.0
4462,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,28,1100,9,0.0081818182
4463,deepseek_r1_distill_llama_8b,aime2025_cot,0.7,-1,29,1100,0,0.0
5158,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,0,1100,3,0.0027272727
5159,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,1,1100,0,0.0
5160,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,2,1100,4,0.0036363636
5161,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,3,1100,0,0.0
5162,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,4,1100,1,0.0009090909
5163,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,5,1100,8,0.0072727273
5164,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,6,1100,0,0.0
5165,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,7,1100,0,0.0
5166,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,8,1100,2,0.0018181818
5167,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,9,1100,12,0.0109090909
5168,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,10,1100,0,0.0
5169,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,11,1100,0,0.0
5170,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,12,1100,3,0.0027272727
5171,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,13,1100,3,0.0027272727
5172,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,14,1100,0,0.0
5173,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,15,1100,2,0.0018181818
5174,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,16,1100,1,0.0009090909
5175,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,17,1100,0,0.0
5176,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,18,1100,4,0.0036363636
5177,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,19,1100,8,0.0072727273
5178,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,20,1100,4,0.0036363636
5179,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,21,1100,0,0.0
5180,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,22,1100,0,0.0
5181,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,23,1100,0,0.0
5182,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,24,1100,0,0.0
5183,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,25,1100,0,0.0
5184,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,26,1100,4,0.0036363636
5185,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,27,1100,0,0.0
5186,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,28,1100,4,0.0036363636
5187,deepseek_v2_lite_chat,aime2025_cot,0.7,-1,29,1100,1,0.0009090909
5882,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,0,1100,32,0.0290909091
5883,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,1,1100,1,0.0009090909
5884,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,2,1100,14,0.0127272727
5885,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,3,1100,10,0.0090909091
5886,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,4,1100,11,0.01
5887,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,5,1100,26,0.0236363636
5888,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,6,1100,0,0.0
5889,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,7,1100,3,0.0027272727
5890,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,8,1100,34,0.0309090909
5891,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,9,1100,4,0.0036363636
5892,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,10,1100,0,0.0
5893,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,11,1100,0,0.0
5894,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,12,1100,6,0.0054545455
5895,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,13,1100,6,0.0054545455
5896,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,14,1100,0,0.0
5897,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,15,1100,2,0.0018181818
5898,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,16,1100,9,0.0081818182
5899,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,17,1100,0,0.0
5900,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,18,1100,0,0.0
5901,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,19,1100,48,0.0436363636
5902,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,20,1100,7,0.0063636364
5903,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,21,1100,0,0.0
5904,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,22,1100,1,0.0009090909
5905,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,23,1100,0,0.0
5906,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,24,1100,0,0.0
5907,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,25,1100,0,0.0
5908,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,26,1100,4,0.0036363636
5909,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,27,1100,0,0.0
5910,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,28,1100,0,0.0
5911,mistralai_mathstral_7b_v0.1,aime2025_cot,0.7,-1,29,1100,5,0.0045454545
6606,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,0,1100,112,0.1018181818
6607,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,1,1100,0,0.0
6608,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,2,1100,52,0.0472727273
6609,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,3,1100,2,0.0018181818
6610,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,4,1100,4,0.0036363636
6611,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,5,1100,48,0.0436363636
6612,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,6,1100,0,0.0
6613,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,7,1100,1,0.0009090909
6614,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,8,1100,90,0.0818181818
6615,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,9,1100,4,0.0036363636
6616,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,10,1100,0,0.0
6617,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,11,1100,0,0.0
6618,mistralai_ministral_8b_instruct_2410,aime2025_cot,0.7,-1,12,1100,3,0.0027272727
