,model,pass1,std(E(A)),E(std(A)),std(A),N,win_rate,elo
5,Qwen-Qwen1.5-110B-Chat,0.402,0.015504708962118573,0.0,0.015504708962118573,,0.20121153846153847,1005.7365832406238
98,mistralai-Mixtral-8x22B,0.4,0.015491933384829668,0.0,0.015491933384829668,,0.19777884615384617,1005.01832401059
35,codellama-CodeLlama-70b-hf,0.398,0.0154788888490098,0.0,0.015478888849009803,,0.20090384615384616,1004.3004158604897
71,m-a-p-OpenCodeInterpreter-CL-7B,0.395,0.015458816254810714,0.0,0.015458816254810716,,0.21002884615384615,1003.2241985995411
62,gpt-3.5-turbo-0125,0.394,0.015451990163082553,0.0,0.015451990163082553,,0.20811538461538462,1002.8656284695471
75,m-a-p-OpenCodeInterpreter-SC2-7B,0.389,0.01541684144045076,0.0,0.015416841440450765,,0.22147115384615385,1001.0740110061329
31,codellama-CodeLlama-34b-Python-hf,0.389,0.015416841440450762,0.0,0.015416841440450765,,0.19435576923076922,1001.0740110061329
34,codellama-CodeLlama-70b-Python-hf,0.389,0.01541684144045076,0.0,0.015416841440450765,,0.19522115384615385,1001.0740110061329
63,gpt-3.5-turbo-0613,0.386,0.015394934231752989,0.0,0.015394934231752989,,0.19765384615384615,1000.0
38,codex002,0.386,0.015394934231752989,0.0,0.015394934231752989,,0.18490384615384614,1000.0
74,m-a-p-OpenCodeInterpreter-SC2-3B,0.386,0.015394934231752989,0.0,0.015394934231752989,,0.2054423076923077,1000.0
40,deepseek-ai-deepseek-V2-chat,0.385,0.015387494922826131,0.0,0.015387494922826133,,0.19748076923076924,999.6421517460233
88,microsoft-Phi-3-small-8k-instruct,0.377,0.01532550162311172,0.0,0.01532550162311172,,0.18540384615384614,996.7820558616909
20,bigcode-starcoder2-15b,0.37,0.015267612779999365,0.0,0.015267612779999367,,0.17867307692307693,994.2831876981804
19,WizardLM-WizardCoder-Python-34B-V1.0,0.367,0.01524175186781362,0.0,0.015241751867813621,,0.1817403846153846,993.2132395671936
11,Qwen-Qwen1.5-72B-Chat,0.355,0.015131919904625452,0.0,0.015131919904625455,,0.16571153846153847,988.938937506797
54,google-codegemma-7b,0.348,0.015063067416698366,0.0,0.015063067416698366,,0.15791346153846153,986.4492983084201
68,ibm-granite-granite-34b-code-base,0.348,0.015063067416698366,0.0,0.015063067416698366,,0.1641923076923077,986.4492983084201
32,codellama-CodeLlama-34b-hf,0.346,0.015042739112276061,0.0,0.015042739112276063,,0.15908653846153847,985.7384287218267
10,Qwen-Qwen1.5-72B,0.343,0.015011695440555676,0.0,0.015011695440555676,,0.15959615384615386,984.6724827841706
45,deepseek-ai-deepseek-coder-7b-base-v1.5,0.342,0.015001199952003838,0.0,0.01500119995200384,,0.15376923076923077,984.3172602013011
70,ibm-granite-granite-8b-code-base,0.338,0.014958475858188228,0.0,0.014958475858188226,,0.15469230769230768,982.896814525397
9,Qwen-Qwen1.5-32B-Chat,0.328,0.014846413708367418,0.0,0.014846413708367418,,0.15314423076923078,979.3485645283562
92,microsoft-wavecoder-ds-6.7b,0.328,0.01484641370836742,0.0,0.014846413708367418,,0.15452884615384616,979.3485645283562
87,microsoft-Phi-3-mini-4k-instruct,0.321,0.014763434559749301,0.0,0.0147634345597493,,0.14976923076923077,976.8669296838092
83,meta-llama-Llama-3-8B,0.315,0.01468928180681411,0.0,0.01468928180681411,,0.14271153846153847,974.7410064759134
22,bigcode-starcoder2-7b,0.314,0.01467664811869522,0.0,0.01467664811869522,,0.13747115384615385,974.3867814952748
86,microsoft-Phi-3-mini-128k-instruct,0.313,0.014663935351739654,0.0,0.014663935351739656,,0.1465673076923077,974.0325819494448
93,microsoft-wavecoder-pro-6.7b,0.312,0.014651143300097777,0.0,0.014651143300097777,,0.1479903846153846,973.6784071393085
44,deepseek-ai-deepseek-coder-6.7b-base,0.311,0.014638271755914358,0.0,0.014638271755914358,,0.1341923076923077,973.3242563660723
16,Qwen-Qwen2-7B,0.31,0.014625320509308502,0.0,0.014625320509308506,,0.13228846153846155,972.9701289312535
28,codellama-CodeLlama-13b-Python-hf,0.31,0.014625320509308504,0.0,0.014625320509308506,,0.13482692307692307,972.9701289312535
48,deepseek-ai-deepseek-coder-V2-Lite-Base,0.305,0.014559361249725209,0.0,0.014559361249725209,,0.13252884615384616,971.1998174072036
102,openchat-openchat-3.5-0106,0.303,0.01453241205031016,0.0,0.014532412050310162,,0.13859615384615384,970.491831751933
67,ibm-granite-granite-20b-code-base,0.3,0.014491376746189435,0.0,0.014491376746189439,,0.13498076923076924,969.4299847345604
52,google-codegemma-1.1-7b-it,0.297,0.014449602070645407,0.0,0.014449602070645407,,0.13739423076923077,968.3682787762424
1,Doubao-pro-4k,0.291,0.014363808687113594,0.0,0.014363808687113596,,0.13974038461538463,966.2452149628562
101,mistralai-Mixtral-8x7B-v0.1,0.288,0.014319776534569244,0.0,0.014319776534569246,,0.12441346153846154,965.1838196044214
8,Qwen-Qwen1.5-32B,0.285,0.01427497810856465,0.0,0.014274978108564651,,0.12226923076923077,964.1224902939564
29,codellama-CodeLlama-13b-hf,0.278,0.014167427430553511,0.0,0.01416742743055351,,0.11841346153846154,961.646206899832
4,Qwen-CodeQwen1.5-7B,0.276,0.014135911714495105,0.0,0.014135911714495108,,0.12010576923076922,960.9387113974573
21,bigcode-starcoder2-3b,0.273,0.014087973594523805,0.0,0.014087973594523805,,0.115375,959.8774590453216
55,google-codegemma-7b-it,0.262,0.013905250806799567,0.0,0.013905250806799567,,0.11592307692307692,955.985822261567
60,google-gemma-7b,0.261,0.013888088421377507,0.0,0.013888088421377507,,0.10698076923076923,955.6319868228644
36,codellama-CodeLlama-7b-Python-hf,0.26,0.013870832707519763,0.0,0.013870832707519763,,0.10659615384615384,955.2781399972297
104,stabilityai-stable-code-3b,0.256,0.013800869537822606,0.0,0.013800869537822608,,0.10674038461538461,953.8626249332904
78,meta-llama-Llama-2-70b-hf,0.252,0.013729384545565031,0.0,0.013729384545565033,,0.10053846153846153,952.4468720896904
72,m-a-p-OpenCodeInterpreter-DS-1.3B,0.25,0.013693063937629152,0.0,0.013693063937629153,,0.11253846153846153,951.7388925893811
6,Qwen-Qwen1.5-14B,0.248,0.013656353832557208,0.0,0.01365635383255721,,0.09886538461538462,951.0308369439106
18,THUDM-codegeex2-6b,0.241,0.013524755080961726,0.0,0.013524755080961725,,0.09738461538461539,948.5519620223483
47,deepseek-ai-deepseek-coder-V2-Instruct,0.233,0.013368283360252354,0.0,0.013368283360252356,,0.10949038461538461,945.7174290687244
26,claude-3-sonnet-20240229,0.232,0.013348258313353097,0.0,0.013348258313353095,,0.1030673076923077,945.3629806715768
37,codellama-CodeLlama-7b-hf,0.229,0.013287550564344053,0.0,0.013287550564344055,,0.08854807692307692,944.2994429349241
69,ibm-granite-granite-3b-code-base,0.228,0.013267102170406315,0.0,0.013267102170406317,,0.08608653846153846,943.944863830891
25,claude-3-opus-20240229,0.216,0.013013224043256921,0.0,0.013013224043256921,,0.09724038461538462,939.6870268541767
91,microsoft-phi-2,0.215,0.012991343271578963,0.0,0.012991343271578963,,0.08358653846153846,939.3319450176327
7,Qwen-Qwen1.5-14B-Chat,0.214,0.012969348480166612,0.0,0.012969348480166612,,0.08924038461538461,938.9768195516651
12,Qwen-Qwen1.5-7B,0.201,0.01267276607532862,0.0,0.012672766075328622,,0.07416346153846154,934.355893941993
66,gpt-4o-2024-05-13,0.201,0.01267276607532862,0.0,0.012672766075328622,,0.09523076923076923,934.355893941993
99,mistralai-Mixtral-8x22B-Instruct-v0.1,0.199,0.012625331678811452,0.0,0.012625331678811453,,0.10754807692307693,933.6442171910912
97,mistralai-Mistral-7B-v0.3,0.197,0.012577400367325514,0.0,0.012577400367325514,,0.07478846153846154,932.93232012802
57,google-gemma-1.1-7b-it,0.183,0.012227469075814502,0.0,0.012227469075814503,,0.07466346153846154,927.9423855597067
84,meta-llama-Llama-3-8b-chat-hf,0.178,0.01209611507881766,0.0,0.012096115078817662,,0.07768269230769231,926.157201430004
41,deepseek-ai-deepseek-coder-1.3b-base,0.175,0.012015614840697915,0.0,0.012015614840697915,,0.061125,925.0852521992522
39,deepseek-ai-deepseek-V2-Lite,0.169,0.011850696182081455,0.0,0.011850696182081457,,0.06096153846153846,922.9393733675449
51,google-codegemma-1.1-2b,0.166,0.011766222843376712,0.0,0.011766222843376714,,0.06083653846153846,921.8654036162034
24,claude-3-haiku-20240307,0.163,0.011680368144883106,0.0,0.011680368144883106,,0.06596153846153846,920.7907200742474
0,Doubao-lite-4k,0.157,0.011504390466252437,0.0,0.011504390466252437,,0.06111538461538461,918.639130417482
17,Salesforce-codegen25-7b-mono_P,0.156,0.011474493452871893,0.0,0.011474493452871897,,0.059423076923076926,918.2802352179033
53,google-codegemma-2b,0.133,0.010738295954200554,0.0,0.010738295954200556,,0.04583653846153846,910.0001204691121
14,Qwen-Qwen2-1.5B,0.118,0.010201764553252538,0.0,0.01020176455325254,,0.04425,904.5708033695348
76,meta-llama-Llama-2-13b-hf,0.116,0.010126401137620413,0.0,0.010126401137620413,,0.03947115384615384,903.8449705695961
61,google-gemma-7b-it,0.114,0.0100500746265886,0.0,0.010050074626588601,,0.03956730769230769,903.1186646501873
58,google-gemma-2b,0.103,0.009612023720320294,0.0,0.009612023720320296,,0.031134615384615386,899.1152324197926
89,microsoft-phi-1,0.091,0.009094998625618368,0.0,0.009094998625618368,,0.026971153846153846,894.7300103222244
2,ERNIE-Speed-8K,0.088,0.008958571314668427,0.0,0.008958571314668427,,0.029615384615384616,893.6306317981167
33,codellama-CodeLlama-70b-Instruct-hf,0.087,0.008912407082264588,0.0,0.00891240708226459,,0.032846153846153844,893.2638900345702
56,google-gemma-1.1-2b-it,0.085,0.00881901355027874,0.0,0.008819013550278738,,0.02980769230769231,892.529977956677
90,microsoft-phi-1_5,0.083,0.008724161850859944,0.0,0.008724161850859944,,0.027490384615384614,891.795488711341
27,codellama-CodeLlama-13b-Instruct-hf,0.079,0.008529888627643388,0.0,0.008529888627643388,,0.02860576923076923,890.3247509046338
80,meta-llama-Llama-2-7b-hf,0.069,0.008014923580421713,0.0,0.008014923580421714,,0.02106730769230769,886.6373159961665
96,mistralai-Mistral-7B-Instruct-v0.3,0.069,0.008014923580421713,0.0,0.008014923580421714,,0.018211538461538463,886.6373159961665
79,meta-llama-Llama-2-7b-chat-hf,0.064,0.007739767438366608,0.0,0.007739767438366608,,0.019192307692307693,884.7877141851261
59,google-gemma-2b-it,0.06,0.007509993342207435,0.0,0.007509993342207435,,0.018932692307692307,883.3051056718595
103,smallcloudai-Refact-1_6B-fim,0.057,0.007331507348424333,0.0,0.007331507348424334,,0.01971153846153846,882.1914035623356
30,codellama-CodeLlama-34b-Instruct-hf,0.052,0.007021111023192839,0.0,0.007021111023192839,,0.015298076923076923,880.3318345674382
13,Qwen-Qwen2-0.5B,0.039,0.006122009474020765,0.0,0.006122009474020765,,0.008076923076923077,875.4763071379879
100,mistralai-Mixtral-8x7B-Instruct-v0.1,0.037,0.005969170796685247,0.0,0.005969170796685248,,0.011576923076923077,874.7265610269208
77,meta-llama-Llama-2-70b-chat-hf,0.037,0.0059691707966852475,0.0,0.005969170796685248,,0.012038461538461538,874.7265610269208
